index,question_type,original_answer,ground_truth,open_ended_correct,open_ended_q1_correct,open_ended_q2_correct,open_ended_q3_correct,open_ended_q4_correct
450,diagnosis,C,Langerhans cell histiocytosis,True,True,True,False,True
451,diagnosis,E,Talus fracture,False,False,False,False,False
452,diagnosis,B,Acute bacterial rhinosinusitis,True,True,True,True,True
453,diagnosis,E,Supracondular humerus fracture,True,True,True,True,True
454,diagnosis,A,Myxedema coma,True,True,True,False,True
455,diagnosis,A,Amebiasis,True,True,True,False,True
456,other,D,Disseminated gonococcal infection,True,True,True,True,True
457,diagnosis,E,Abruptio placentae,True,True,True,False,True
458,diagnosis,B,Spondylolisthesis,True,True,True,False,True
459,diagnosis,E,Mallory-Weiss tear,True,True,True,False,True
460,diagnosis,C,Amyotrophic lateral sclerosis,True,True,True,True,True
461,diagnosis,E,Retinal detachment,True,True,True,True,True
462,diagnosis,B,Hypovolemic shock,True,True,True,True,True
463,organism,I,Streptococcus pneumoniae,True,False,True,True,True
464,other,A,Complication from femoral artery access,False,True,True,True,True
465,cause,A,Acute rheumatic fever,True,True,True,True,True
466,other,D,Disseminated intravascular coagulation,True,True,True,True,True
467,cause,A,Cardioembolic stroke,True,True,True,True,True
468,diagnosis,H,Neuroleptic malignant syndrome,True,True,True,True,True
469,description,A,May spread to nodes but rarely with distant metastases,False,False,False,False,False
470,diagnosis,A,Cyclic vomiting syndrome,True,True,True,False,True
471,diagnosis,E,Test for anticardiolipin antibodies,True,False,False,False,False
472,syndrome,D,Borderline,True,True,True,True,True
473,diagnosis,D,Posterior hip dislocation,True,True,True,False,True
474,cause,C,Left atrium enlargement,True,True,True,True,True
475,diagnosis,G,Vitreous hemorrhage,True,True,True,False,True
476,other,D,Right-sided heart failure,True,False,False,False,False
477,diagnosis,F,Placenta accreta,True,True,True,False,True
478,diagnosis,C,Cyanide poisoning,False,True,False,False,False
479,cause,C,Medication overdose,False,False,False,False,False
480,diagnosis,D,Disseminated gonococcal infection,True,True,True,False,True
481,diagnosis,B,Complete abortion,True,True,True,False,True
482,diagnosis,D,L2-S5 nerve dysfunction,False,False,False,False,False
483,diagnosis,E,Akathisia,True,True,True,True,True
484,diagnosis,A,Cerebellar hemorrhage,True,True,True,False,True
485,diagnosis,D,Testicular torsion,True,True,True,False,True
486,other,D,Aspirin,True,False,False,False,False
487,diagnosis,B,Situational syncope,True,True,True,False,False
488,diagnosis,E,Posterior cerebral artery stroke,True,True,True,True,True
489,test,G,Placental thrombosis,False,False,False,False,False
490,other,A,Fibrinoid necrosis,True,False,False,False,False
491,diagnosis,C,Normal c-peptide levels,False,False,False,False,False
492,diagnosis,C,Korsakoff amnesia,True,True,True,False,False
493,other,D,Meckel's diverticulum,True,True,True,True,True
494,diagnosis,G,Schizophreniform disorder,True,True,True,False,True
495,cause,B,Acute sinusitis,True,True,True,False,True
496,diagnosis,B,Idiopathic pulmonary fibrosis,True,True,True,True,True
497,diagnosis,C,Perforated viscus,True,True,True,False,True
498,diagnosis,C,Osteogenesis imperfecta,False,True,True,False,False
499,diagnosis,A,Pancreatic abscess,True,True,True,False,True
500,diagnosis,C,Staphylococcus infectious arthritis,True,True,True,True,True
501,other,B,Multiple myeloma,True,False,True,False,False
502,explanation,B,Antibodies to heparin-platelet factor 4 complex,False,False,True,True,False
503,other,B,Hypertrophic pyloric stenosis,True,True,True,True,True
504,diagnosis,A,Post-traumatic stress disorder,True,True,True,False,True
505,explanation,D,Exposure to excessive androgenic steroids during gestation,True,True,True,True,True
506,diagnosis,B,Major depressive disorder,True,True,True,False,True
507,cause,D,Paget disease of the bone,True,True,True,True,True
508,diagnosis,A,Acute myeloid leukemia,True,True,True,True,True
509,diagnosis,A,Actinic keratosis,True,True,True,False,True
510,diagnosis,D,Uterine rupture,True,True,True,True,True
511,findings,D,Hypertrophic cardiomyopathy,True,True,True,True,True
512,cause,C,Cervical trauma,True,True,True,False,True
513,diagnosis,B,Primary sclerosing cholangitis,True,True,True,False,True
514,diagnosis,E,Gilbert’s syndrome,True,True,True,False,True
515,diagnosis,C,Toxic megacolon,True,True,True,False,True
516,diagnosis,D,Nightmare disorder,True,True,True,False,True
517,other,A,Constrictive pericarditis,False,False,False,False,False
518,cause,D,Pancreatitis,False,False,False,False,False
519,diagnosis,F,Marfan syndrome,True,True,True,False,True
520,cause,B,Hyperparathyroidism,True,True,True,True,True
521,diagnosis,A,Serous pericarditis,True,True,True,False,False
522,complication,C,Post-herpetic neuralgia,True,True,True,True,True
523,other,E,Opioid overdose,True,True,True,True,True
524,cause,C,Staphylococcus aureus,True,True,True,True,True
525,diagnosis,D,Intermetatarsal neuroma,True,True,True,False,True
526,syndrome,C,Immune thrombocytopenic purpura (ITP),True,True,True,True,True
527,other,A,Transmural infarction,True,False,False,False,False
528,diagnosis,B,Chronic hepatitis B infection,True,False,False,False,False
529,laboratory,E,Progression to fulminant hepatitis,False,False,False,False,False
530,diagnosis,E,Generalized anxiety disorder,True,True,True,False,True
531,cause,C,Lymphoid hyperplasia,True,False,False,False,False
532,cause,D,Acute acalculous cholecystitis,True,True,True,True,True
533,other,D,Absence of CD18 molecule on the surface of leukocytes,True,False,False,True,True
534,diagnosis,C,Scleroderma,True,True,True,False,True
535,diagnosis,D,Pes anserine bursitis,True,True,True,False,True
536,cause,E,Acute papillary necrosis,False,False,False,False,False
537,cause,B,Non-cardiogenic pulmonary edema,True,False,True,True,False
538,diagnosis,E,Myelodysplasia,False,False,False,False,False
539,cause,A,Child abuse,True,True,True,True,True
540,diagnosis,D,Hemolytic anemia,True,True,True,False,True
541,cause,H,Avascular necrosis,True,True,True,True,True
542,diagnosis,H,Central retinal artery occlusion,True,True,True,True,True
543,diagnosis,D,Surreptitious insulin use,True,False,False,False,False
544,diagnosis,E,Dissociative amnesia with dissociative fugue,True,True,True,True,True
545,diagnosis,D,Hyaline arteriosclerosis,False,False,False,False,False
546,cause,A,Acute pancreatitis,False,False,False,False,False
547,cause,E,Proteus mirabilis,True,True,True,True,True
548,other,E,Syndrome of inappropriate antidiuretic hormone,True,False,False,False,False
549,diagnosis,D,Liver hematoma,True,False,True,False,False
550,explanation,B,Deficiency of C1 esterase inhibitor,False,False,False,False,False
551,diagnosis,B,Bronchiolitis,True,True,True,False,True
552,diagnosis,E,Fat-soluble vitamin overuse,False,False,False,False,False
553,diagnosis,B,Acetaminophen ingestion,True,True,True,False,True
554,cause,D,Ruptured abdominal aortic aneurysm,True,True,True,True,True
555,cause,J,Infarct of the left posterior cerebral artery,True,True,True,True,True
556,diagnosis,A,Acute rheumatic fever,True,True,True,True,False
557,diagnosis,C,Midcycle pain,False,True,True,False,False
558,diagnosis,C,Pelvic inflammatory disease,True,True,True,False,True
559,cause,C,Syndrome of inappropriate antidiuretic hormone,True,True,True,True,True
560,diagnosis,D,Schizoid personality disorder,True,True,True,False,True
561,injury,D,Medial meniscus tear,True,True,True,True,True
562,diagnosis,B,Normal bereavement,True,True,True,False,True
563,diagnosis,A,Allergic interstitial nephritis,True,True,True,False,True
564,diagnosis,E,Analgesic nephropathy,True,True,True,False,True
565,diagnosis,C,Alpha-1 antitrypsin deficiency,True,True,True,False,False
566,diagnosis,B,Scalded skin syndrome,True,True,True,True,True
567,diagnosis,B,Caustic ingestion,False,False,False,False,False
568,diagnosis,C,Adenocarcinoma of the gallbladder,False,False,False,False,False
569,diagnosis,D,Medial meniscal tear,True,False,False,False,True
570,other,B,Deep-partial thickness (3rd degree),False,False,False,False,False
571,diagnosis,B,Cephalohematoma,True,True,True,False,True
572,explanation,C,Malingering,True,True,True,True,True
573,cause,B,Cystic fibrosis,False,False,False,False,True
574,diagnosis,A,Orbital cellulitis,False,False,False,False,True
575,diagnosis,H,Conversion disorder,True,True,True,False,True
576,explanation,A,Pituitary infarction,True,True,True,True,True
577,explanation,D,Adrenal medullary mass,True,True,True,True,False
578,cause,D,Pituitary infarction,True,True,True,True,True
579,diagnosis,E,Situational syncope,True,False,True,False,True
580,cause,B,Chronic gastritis,False,False,False,False,False
581,findings,C,CSF India ink stain shows encapsulated yeast cells,True,False,False,False,False
582,description,B,Precursor T-cell acute lymphoblastic leukemia/lymphoma,True,True,True,True,True
583,other,A,Absence seizures,True,True,False,False,False
584,explanation,B,Cholesteatoma,False,True,True,False,False
585,diagnosis,B,Atheroembolism,True,True,True,True,True
586,other,B,Multiple myeloma,False,True,True,True,True
587,diagnosis,C,CT angiography,False,False,False,False,False
588,other,E,Fulminant liver failure,True,False,False,False,False
589,diagnosis,B,Multiple myeloma,True,True,True,True,True
590,other,B,Carcinoid syndrome,False,False,False,False,False
591,cause,B,Cirrhosis,False,False,False,False,False
592,diagnosis,B,Labyrinthitis,True,True,True,False,True
593,diagnosis,B,Bipolar II disorder,True,True,True,False,True
594,diagnosis,D,Progressive multifocal leukoencephalopathy,True,True,True,True,True
595,diagnosis,A,Bone marrow biopsy,True,False,False,False,False
596,explanation,B,Deficiency of protein C,False,False,False,False,False
597,diagnosis,E,Rotator cuff injury,True,True,True,False,True
598,diagnosis,D,Stress fracture,True,True,True,False,True
599,diagnosis,C,Dejerine syndrome,True,False,True,True,True
600,diagnosis,I,Trachoma conjunctivitis,True,True,True,False,True
601,diagnosis,G,Appendicitis,True,True,True,False,True
602,diagnosis,B,Toxic Megacolon,True,True,True,False,True
603,diagnosis,D,Rhabdomyolysis,True,True,False,False,True
604,cause,C,Cortical laminar necrosis,False,False,False,True,False
605,explanation,D,Occlusion of the ophthalmic artery by embolus,False,False,False,False,False
606,diagnosis,C,Acute mesenteric ischemia,True,True,True,True,True
607,diagnosis,C,Cluster headache,True,True,True,False,True
608,diagnosis,A,Pancreatic ductal injury,False,False,True,False,True
609,other,E,Rhomboid crystals on arthrocentesis,False,False,False,False,False
610,diagnosis,D,Bone marrow biopsy,True,False,False,False,False
611,diagnosis,C,Depersonalization disorder,True,True,True,False,True
612,diagnosis,B,Hypertrophic cardiomyopathy,True,True,True,True,True
613,diagnosis,C,Ecthyma gangrenosum,False,False,False,False,False
614,diagnosis,D,Scaphoid fracture,True,True,True,False,True
615,imaging,D,Accessory pathway from atria to ventricles,True,False,False,False,False
616,diagnosis,B,Chronic obstructive pulmonary disease,False,False,False,False,False
617,diagnosis,G,"Treponemal test
""",False,False,False,False,False
618,diagnosis,C,Post-traumatic stress disorder (PTSD),True,True,True,False,True
619,diagnosis,B,Preeclampsia with severe features,True,True,True,True,True
620,cause,D,Pneumothorax,True,True,True,True,True
621,cause,E,Flail chest,True,True,True,True,True
622,findings,A,Soap bubble lesions in the basal ganglia,True,False,False,False,False
623,diagnosis,E,Figure E,False,False,False,False,False
624,diagnosis,D,Submandibular infection,False,False,False,False,False
625,diagnosis,A,Benign paroxysmal positional vertigo,True,True,True,False,True
626,cause,F,Dressler syndrome,True,True,True,True,True
627,diagnosis,I,"Kawasaki disease
""",True,True,True,False,True
628,diagnosis,B,Linear IgG along the basement membrane,False,False,False,False,False
629,cause,E,Lung cancer,True,False,False,True,True
630,cause,B,Benign prostatic enlargement,True,True,True,True,True
631,diagnosis,D,Squamous cell carcinoma,True,True,True,False,True
632,mechanism,E,Rupture of the communicating branches of the cerebral arteries,False,False,False,True,True
633,complication,D,Ventricular aneurysm,False,False,False,False,False
634,cause,C,Cerebral atrophy,False,False,False,False,False
635,diagnosis,C,Desmoglein destruction,False,False,False,False,False
636,diagnosis,A,Acute stress disorder,True,True,True,True,True
637,diagnosis,A,Chancroid,True,True,True,False,True
638,diagnosis,E,Primary sclerosing cholangitis,True,False,False,False,False
639,diagnosis,D,Porphyria cutanea tarda,False,False,False,False,False
640,diagnosis,H,Chlamydia infection,True,True,True,False,True
641,cause,F,Seizure,True,True,True,True,True
642,diagnosis,D,Corpus luteum cyst,True,False,True,False,True
643,diagnosis,B,Acalculous cholecystitis,True,True,False,False,True
644,diagnosis,C,Delirium tremens,True,False,False,False,False
645,diagnosis,C,Hemophilia A,True,True,True,True,True
646,diagnosis,B,Microscopic polyangiitis,False,False,False,False,False
647,diagnosis,A,Cholestasis of pregnancy,True,True,True,False,True
648,other,C,First-degree AV heart block,False,False,False,False,False
649,diagnosis,C,Fat embolism,True,True,True,True,True
650,diagnosis,G,Benign prostatic hyperplasia,True,True,True,False,True
651,cause,A,Chlamydia trachomatis,True,True,True,True,True
652,diagnosis,H,Femoral artery aneurysm,True,False,False,False,False
653,diagnosis,C,Direct Coombs test,True,False,False,False,False
654,diagnosis,G,Pyelonephritis,True,True,True,False,True
655,explanation,A,Cocaine use,True,True,True,True,True
656,cause,A,Cholelithiasis,False,False,False,False,False
657,cause,A,Disseminated intravascular coagulation,True,True,True,True,True
658,diagnosis,E,Sporotrichosis,True,False,True,False,True
659,diagnosis,A,Keratoacanthoma,True,True,True,False,True
660,diagnosis,B,Foreign body obstruction,True,True,True,False,True
661,diagnosis,E,Vertebral fracture,False,False,False,False,False
662,diagnosis,D,Spontaneous pneumothorax,True,True,True,False,True
663,cause,B,Overdose of heroin,True,True,True,True,True
664,diagnosis,J,Schizophrenia,True,True,True,False,True
665,cause,C,Central retinal vein occlusion,False,False,False,False,False
666,diagnosis,A,Factitious disorder,True,True,True,False,True
667,cause,E,Ulnar neuropathy,True,True,True,True,True
668,diagnosis,D,Steven-Johnson syndrome,True,True,True,False,True
669,diagnosis,D,Persistent depressive disorder,True,True,True,False,True
670,cause,B,Septic emboli,True,True,True,True,True
671,diagnosis,C,Sigmoid volvulus,True,True,True,False,True
672,diagnosis,A,Acute myeloblastic leukemia,True,True,True,True,True
673,findings,D,Traumatic aortic disruption,True,True,True,True,True
674,diagnosis,B,Hemoglobin electrophoresis,True,False,False,False,False
675,cause,D,Escherichia coli,True,True,True,True,True
676,diagnosis,C,Gallstone pancreatitis,False,False,False,False,False
677,syndrome,E,Somatic symptom disorder,True,True,True,True,True
678,cause,C,Choledocholithiasis,True,True,True,True,True
679,description,E,Postpartum psychosis,True,True,True,True,True
680,cause,D,Acetaminophen overdose,True,True,True,True,True
681,cause,C,Oligozoospermia,False,False,False,False,False
682,diagnosis,D,Metastasis,True,True,True,False,True
683,diagnosis,B,Mallory-Weiss tear,True,True,True,True,True
684,diagnosis,E,Threatened abortion,False,False,False,False,False
685,injury,C,Radial nerve,True,True,True,True,True
686,diagnosis,A,Dysarthria-clumsy hand syndrome,True,False,False,False,False
687,diagnosis,E,Psoriasis,True,True,True,True,True
688,diagnosis,D,Rheumatoid arthritis,True,True,False,False,False
689,diagnosis,A,No additional information is required,False,False,False,False,False
690,description,F,Self-injurious behavior,True,False,False,False,False
691,diagnosis,C,Primary adrenal insufficiency,True,True,True,True,True
692,diagnosis,C,Cholangiocarcinoma,False,False,False,False,False
693,cause,A,Hypovolemia,True,True,True,True,True
694,diagnosis,C,Pulmonary embolism,True,True,True,True,True
695,other,E,Myocardial infarction,True,True,True,True,True
696,cause,A,Furosemide,False,False,False,False,False
697,explanation,B,Central catheter-related bacteremia,True,True,True,True,True
698,explanation,B,Salicylate toxicity,True,True,True,True,True
699,diagnosis,F,Tardive dyskinesia,True,True,True,False,True
700,explanation,D,Mutation of the porphobilinogen deaminase enzyme,True,False,True,True,True
701,diagnosis,B,Munchausen syndrome by proxy,True,True,True,False,True
702,cause,B,Cholesterol embolization,True,True,True,True,True
703,diagnosis,E,Wernicke aphasia,True,True,True,False,True
704,diagnosis,E,Primary dysmenorrhea,True,False,True,False,True
705,diagnosis,D,Parvovirus B19 infection,False,False,False,False,False
706,cause,A,Echinococcus granulosus,True,True,True,True,True
707,cause,C,Cranial neuropathy,False,False,False,False,False
708,cause,C,Negatively birefringent crystals in the joint,True,False,False,False,True
709,diagnosis,A,Iliotibial band syndrome,True,True,True,True,True
710,diagnosis,D,Osteomyelitis,True,True,True,False,True
711,diagnosis,E,Vascular dementia,True,True,True,True,True
712,diagnosis,E,Atrial myxoma,True,True,True,False,True
713,explanation,C,Plague,True,True,True,True,True
714,diagnosis,B,Classical Hodgkin’s lymphoma (HL),True,True,False,False,False
715,cause,E,Acute inferior myocardial infarction,False,False,False,False,True
716,cause,E,Crystalline arthritis,False,False,True,False,False
717,diagnosis,C,Chronic lymphocytic leukemia,True,True,True,False,True
718,diagnosis,A,Giant cell tumor of bone,False,False,True,False,False
719,other,C,Schizoaffective disorder,True,True,True,True,True
720,diagnosis,E,Sarcoidosis,True,True,True,False,True
721,diagnosis,E,Neuroleptic malignant syndrome,True,True,True,True,True
722,diagnosis,B,Heavy metal exposure,False,True,True,False,True
723,imaging,B,Dehydration,True,False,False,False,False
724,diagnosis,C,Chronic pancreatitis,True,True,True,False,True
725,diagnosis,C,Panic disorder,True,True,True,False,True
726,diagnosis,E,Human herpes virus 8,False,False,False,False,False
727,diagnosis,B,Aortic transection,False,False,False,False,False
728,diagnosis,C,Hypertensive emergency,False,False,False,False,False
729,diagnosis,A,Toxoplasmosis,True,True,True,False,True
730,diagnosis,B,Choledocholithiasis,False,False,False,False,False
731,cause,B,Medication-induced symptoms,True,False,False,False,False
732,diagnosis,E,Vestibular neuritis,True,True,True,False,True
733,cause,D,Escherichia coli infection,True,True,True,True,True
734,diagnosis,C,Acute mesenteric ischemia,True,True,True,True,True
735,cause,A,Enzyme deficiency in red blood cells,True,False,False,False,True
736,diagnosis,C,Chronic kidney failure,True,True,True,True,True
737,other,E,Convalescent (window) period,True,False,False,False,False
738,diagnosis,E,Cerebral toxoplasmosis,True,True,True,False,True
739,diagnosis,C,Panic disorder,True,True,True,True,True
740,diagnosis,B,Esophagitis,True,True,True,False,True
741,diagnosis,E,Pill esophagitis,True,True,True,False,True
742,diagnosis,A,Acalculous cholecystitis,True,True,True,False,True
743,cause,A,Ciguatoxin,True,True,True,True,True
744,diagnosis,C,Creutzfeldt-Jakob disease,True,True,True,True,True
745,diagnosis,D,Roseola infantum,True,True,True,False,True
746,description,E,Osteosarcoma,True,False,False,False,False
747,diagnosis,D,Patellofemoral pain syndrome,True,True,True,False,True
748,diagnosis,B,Use of oral contraceptives (OCPs) for birth control,True,False,False,False,False
749,other,A,Epistaxis,True,False,False,False,False
750,cause,F,"Intracerebral hemorrhage
""",True,True,True,True,True
751,diagnosis,E,Keratoacanthoma,True,True,True,False,True
752,diagnosis,A,Acute pancreatitis,True,False,True,False,False
753,other,B,Anti-dsDNA antibodies,True,False,False,False,False
754,other,C,Dissociative fugue disorder,True,True,True,True,True
755,syndrome,D,Herniation of mucosa and submucosa through the muscular layer of the colon,True,False,False,False,False
756,diagnosis,F,Leukocytoclastic vasculitis,False,False,False,False,False
757,diagnosis,C,Toxic shock syndrome,True,True,True,True,True
758,diagnosis,H,Necrotizing enterocolitis,True,True,True,True,True
759,cause,A,Bartonella henselae,False,True,False,False,False
760,diagnosis,E,Waterhouse-Friderichsen syndrome,True,True,True,True,True
761,diagnosis,C,Borderline personality disorder,True,True,True,False,False
762,explanation,B,Attachment of the placenta to the lower placental segment over the internal os,True,False,True,True,True
763,cause,E,Thrombotic stroke at the anterior inferior cerebellar artery (AICA),True,True,True,True,True
764,diagnosis,E,Positive osmotic fragility test,False,False,False,False,False
765,diagnosis,B,Marijuana use,True,False,False,False,False
766,diagnosis,B,Fasting serum gastrin level,True,False,False,False,False
767,diagnosis,B,Antiphospholipid syndrome,True,True,True,False,False
768,description,E,Diffuse thickening of glomerular capillaries and basement membrane,False,False,False,False,False
769,diagnosis,D,Tarsal tunnel syndrome,True,True,True,False,True
770,diagnosis,C,Osteosarcoma,True,True,True,False,True
771,cause,E,Diphyllobothrium latum,True,True,True,True,True
772,description,B,Cardiogenic,True,True,True,True,False
773,diagnosis,C,Herpetic whitlow,True,True,True,False,True
774,diagnosis,E,Schizophreniform disorder,True,True,True,False,True
775,other,D,Kidney laceration,True,True,True,True,True
776,findings,B,Mucin-producing glands with squamous components,False,False,False,False,False
777,diagnosis,C,Dejerine-Roussy syndrome,True,True,True,True,True
778,explanation,E,Malignant proliferation of trophoblastic tissue,True,True,False,True,True
779,diagnosis,E,Microvascular occlusion,False,False,True,False,False
780,diagnosis,E,Vascular dementia,False,False,False,False,False
781,cause,C,Melanoma,True,False,True,False,True
782,diagnosis,A,Adhesions,False,False,False,False,True
783,diagnosis,A,Hemophilia A,True,True,True,False,True
784,diagnosis,E,Testicular torsion,True,True,True,False,True
785,diagnosis,D,Paget disease of the bone,True,True,True,False,True
786,diagnosis,A,Exertional heat stroke,True,True,True,False,True
787,diagnosis,B,Infection posterior to the orbital septum,True,False,False,False,False
788,explanation,A,CAG triplet expansion on chromosome 4,True,False,False,False,True
789,diagnosis,A,Major depressive disorder,True,True,True,False,True
790,diagnosis,A,Aplastic anemia,True,True,True,True,True
791,diagnosis,D,Acute pericarditis,True,True,True,False,True
792,cause,A,Diabetes mellitus,False,True,True,False,False
793,findings,A,Duration of symptoms,True,False,False,False,False
794,diagnosis,A,Staphylococcal scalded skin syndrome,True,True,True,False,True
795,cause,A,Minimal change disease,True,True,True,True,True
796,explanation,C,Defective type 1 collagen gene,True,False,True,False,False
797,explanation,C,Salicylate intoxication,True,False,False,False,True
798,diagnosis,E,Tracheobronchial rupture,True,True,True,False,True
799,diagnosis,C,Paroxysmal atrial fibrillation,True,True,False,False,True
800,cause,E,Rupture of the posteromedial papillary muscle of the left ventricle,True,True,True,True,True
801,diagnosis,C,Zollinger-Ellison syndrome,True,True,True,True,True
802,diagnosis,B,Crohn’s disease,False,True,False,False,True
803,diagnosis,A,Bartholin gland cyst,True,True,True,False,True
804,cause,C,Profuse diarrhea,False,False,False,False,False
805,diagnosis,D,Takotsubo cardiomyopathy,True,True,True,False,True
806,findings,B,HbS on hemoglobin electrophoresis,True,False,False,False,False
807,diagnosis,E,Lipohyalinosis,False,False,False,False,False
808,diagnosis,D,Inflammatory bowel syndrome,False,False,False,False,False
809,diagnosis,B,Sarcoidosis,True,True,True,False,True
810,diagnosis,D,Medulloblastoma,True,True,True,True,True
811,diagnosis,B,Adhesive capsulitis,True,True,True,False,True
812,diagnosis,C,Central retinal artery occlusion,True,True,True,False,True
813,diagnosis,E,Hidradenitis suppurativa,True,True,True,False,True
814,diagnosis,D,Actinic keratosis,True,False,True,False,True
815,diagnosis,D,Spinal stenosis,True,True,True,False,True
816,diagnosis,C,Conversion disorder,True,True,True,True,True
817,other,D,Pneumatosis intestinalis on an abdominal X-ray,True,False,True,True,True
818,diagnosis,B,Syringomyelia,True,True,True,True,True
819,diagnosis,B,Lunate dislocation,False,True,True,False,True
820,diagnosis,B,Atrial septal defect,True,True,True,False,True
821,explanation,A,Central retinal artery occlusion,True,True,True,True,True
822,diagnosis,F,Bronchiectasis,True,True,True,False,True
823,explanation,B,Inflammation of the testicles due to a viral infection,True,True,True,True,True
824,diagnosis,D,Perforated gastric peptic ulcer,True,True,True,False,True
825,explanation,E,Resolved acute hepatitis B infection,False,True,True,False,True
826,diagnosis,B,Borderline,True,True,True,False,True
827,findings,A,Microvesicular steatosis,True,False,False,False,False
828,diagnosis,A,Antiphospholipid antibody syndrome,True,True,True,True,True
829,diagnosis,E,Ruptured ovarian cyst,False,True,True,False,True
830,diagnosis,B,Biopsy and histopathologic analysis of skin lesions,True,False,False,False,False
831,explanation,D,Chronic lymphocytic leukemia,True,True,True,True,True
832,diagnosis,A,Severe congenital neutropenia,True,False,False,False,False
833,diagnosis,C,Lisdexamfetamine intoxication,True,False,True,False,True
834,diagnosis,C,Hypertensive emergency,True,True,True,False,True
835,diagnosis,C,Conduct disorder,True,True,True,False,True
836,cause,A,Small cell lung cancer,True,False,True,True,True
837,diagnosis,E,Rotor syndrome,True,False,False,False,False
838,diagnosis,C,Post-traumatic stress disorder,True,True,True,False,True
839,diagnosis,B,Stevens-Johnson syndrome,True,True,True,False,True
840,diagnosis,A,Antigen exposure,False,False,False,False,False
841,diagnosis,E,"Bipolar disorder, type I",True,True,True,False,True
842,diagnosis,C,Primary cerebral lymphoma,True,True,True,True,True
843,diagnosis,C,Dissociative amnesia,True,True,True,True,True
844,diagnosis,B,Constrictive pericarditis,True,True,False,False,True
845,cause,D,Rib fracture,False,False,False,False,False
846,cause,A,Insulinoma,True,True,True,True,True
847,diagnosis,B,Bartholin duct cyst,True,True,True,False,True
848,diagnosis,F,Borderline personality disorder,True,True,True,True,True
849,diagnosis,A,CA-125,False,False,False,False,False
850,explanation,B,Secondary hyperparathyroidism,False,True,False,False,False
851,cause,C,Alcoholic hepatitis,True,True,True,True,True
852,diagnosis,A,Hemophilia A,True,True,True,False,True
853,other,E,Pituitary adenoma,True,False,False,False,False
854,diagnosis,D,Spinal epidural abscess,True,True,True,False,True
855,diagnosis,C,Microthrombi within glomerular vessels on kidney biopsy,False,False,False,False,False
856,diagnosis,A,Illness anxiety disorder,True,True,True,False,True
857,explanation,A,Destruction of oligodendrocytes by T-cells,False,False,False,False,False
858,diagnosis,D,Cluster headache,True,True,True,False,True
859,diagnosis,A,Esophageal rupture,True,True,True,False,True
860,cause,E,Aspiration pneumonia,True,True,True,True,True
861,cause,C,Prolonged QT interval,True,False,False,False,False
862,test,E,Asthma,False,False,False,False,False
863,findings,E,Pectus carinatum,False,False,False,False,False
864,diagnosis,A,Diastolic murmur best heard along the right lower sternal border,False,False,False,False,False
865,diagnosis,D,Subacute granulomatous thyroiditis,True,True,True,False,True
866,cause,C,Herpes simplex virus,False,False,False,False,False
867,explanation,E,Waldenstrom’s macroglobulinemia,True,True,True,True,True
868,imaging,B,B,False,False,False,False,False
869,diagnosis,C,Pemphigus vulgaris,True,True,True,False,True
870,description,B,Tardive dyskinesia,True,True,True,True,True
871,diagnosis,B,Chronic myeloid leukemia,True,True,True,True,True
872,explanation,D,Medium-chain acyl-CoA dehydrogenase deficiency,True,True,True,True,True
873,explanation,A,Abdominal aortic aneurysm repair complication,False,False,False,False,False
874,diagnosis,E,Nephrotic syndrome,True,True,True,True,True
875,other,C,Negatively birefringent crystals on joint arthrocentesis,True,False,True,False,False
876,diagnosis,B,Complex partial seizure,True,True,True,False,True
877,explanation,C,Rhizopus infection,True,True,True,True,False
878,diagnosis,C,Acute pancreatitis,True,True,True,False,True
879,diagnosis,E,Wernicke's encephalopathy,True,True,True,False,True
880,description,C,"Chronically infected, low infectivity",True,False,False,False,False
881,diagnosis,E,Urticaria,True,True,True,True,True
882,diagnosis,E,Ulnar,False,False,True,False,False
883,diagnosis,C,Pseudomembranes of fibrin,False,False,False,False,False
884,other,C,Fibular neck fracture,False,False,False,False,False
885,explanation,D,Thalamic stroke,True,True,True,True,True
886,description,A,Tourette syndrome,False,False,False,False,False
887,diagnosis,D,Myasthenia gravis,True,True,True,True,True
888,cause,D,Infected mucosal outpouching,False,False,False,False,False
889,diagnosis,C,Dopamine blockade,False,False,False,False,False
890,diagnosis,C,Generalized anxiety disorder,True,True,True,False,True
891,diagnosis,A,Small cell lung cancer,True,True,True,False,True
892,diagnosis,D,Gastric peptic ulcer,True,True,False,False,True
893,diagnosis,C,Early liver ischemia,False,False,False,False,False
894,diagnosis,E,Rotator cuff tendinopathy,True,True,True,False,True
895,diagnosis,D,Pre-B-cell acute lymphoblastic leukemia,True,True,True,True,True
896,findings,C,Stevens-Johnson syndrome,False,True,True,False,False
897,cause,C,Hemisection injury,True,True,True,True,True
898,description,D,"Chaotic, high voltage, slow waves and multifocal spikes on electroencephalography",False,False,False,False,False
899,diagnosis,B,Febrile non-hemolytic transfusion reaction,True,True,True,False,True
900,diagnosis,A,Apple green birefringence with Congo red staining,False,False,False,False,False
901,explanation,B,Intentional contamination,False,False,False,False,False
902,diagnosis,D,Scarlet fever,True,False,True,False,True
903,diagnosis,D,HELLP syndrome,True,True,True,True,True
904,diagnosis,D,Rupture of an emphysematous bleb,True,True,True,False,False
905,diagnosis,C,Pulmonary embolism,True,True,True,False,True
906,diagnosis,F,Acute lymphoblastic leukemia,True,True,True,True,True
