index,question,options,solution_idx,solution_text,default,alternative,default_correct,correct_a,raw_a,correct_b,raw_b,correct_c,raw_c,correct_d,raw_d
332,"A 52-year-old man seeks medical attention for acute neck pain that began 3 days ago following a weekend of sailing that involved repetitive movements and upward neck extension. He describes the pain as sharp, constant, and non-radiating, rating it 8/10 in severity. He reports no upper extremity numbness, tingling, or weakness, though he expresses concern about having a ""slipped disc"" like his brother. His vital sign show: | Temperature | 37°C (98.6°F) | | --- | --- | | Blood pressure | 134/86 mm Hg | | Heart rate | 72/min | | Respiratory rate | 12/min | | Height | 175 cm (5 ft 9 in) | | Weight | 78 kg (172 lb) | Neurological examination is normal. The structural examination reveals a tender and prominent right posterior articular pillar at C5 that becomes more pronounced with flexion. Where is the most likely location of this patient's associated tender point?",A. At the anterior aspect of the C4 transverse process B. Medial to the spinous process of C3 C. At the posterior lateral mass of C4 D. Superolateral to the spinous process of C6 E. Lateral to the spinous process of C6 F. At the transverse process of C5 G. Posterolateral to the articular pillar of C5 H. Immediately inferior to the spinous process of C5 I. Inferolateral to the spinous process of C4 J. Directly over the spinous process of C5,I,Inferolateral to the spinous process of C4,"The patient's acute neck pain after repetitive neck extension and the finding of a tender, prominent right posterior articular pillar at C5 that worsens with flexion suggests a facet (zygapophyseal) joint involvement at the C4-C5 level. The facet joints are located posteriorly at the junction of the superior and inferior articular processes of adjacent vertebrae.

Therefore, the most likely location of the associated tender point is the right C4-C5 facet (zygapophyseal) joint",Inferolateral to the spinous process of C4,False,True,"Your answer is correct. The most likely location of the tender point associated with a prominent and tender right posterior articular pillar at C5 is inferolateral to the spinous process of C4. This corresponds to the location of the C4-C5 facet joint, which is commonly involved in neck pain related to repetitive extension and rotation movements.",False,"The most likely location of this patient's associated tender point is at the right C5-C6 facet joint, specifically near the posterior articular pillar of C5.

Reasoning: The patient's acute neck pain after repetitive neck extension and the finding of a tender, prominent right posterior articular pillar at C5 that worsens with flexion suggests involvement of the facet joint at that level. The posterior articular pillar corresponds to the facet joint region, which is a common source of mechanical neck pain. Tenderness",False,"The most likely location of the tender point is the right C5-C6 facet joint.

Reasoning: The patient has acute neck pain localized to the right posterior articular pillar at C5, which is part of the facet joint complex. Facet joints are located at the junction of the superior and inferior articular processes of adjacent vertebrae—in this case, between C5 and C6. Tenderness over the posterior articular pillar that worsens with neck movement suggests facet joint irritation or strain",True,"You are correct. The most likely location of the tender point associated with a prominent and tender right posterior articular pillar at C5 is inferolateral to the spinous process of C4. This corresponds to the location of the C4-C5 facet joint, which can become tender and prominent with facet joint strain or dysfunction following repetitive neck extension and rotation."
333,"A 58-year-old man is admitted to the emergency department due to a 2-day history of confusion and lack of urine output. His medical history includes chronic kidney disease, hypertension, type 2 diabetes mellitus, HIV infection, and active hepatitis C virus infection. He was treated for acute lymphoblastic leukemia at age 8 with allogeneic stem cell transplantation. He consumes approximately eight cans of beer per week. Current medication include tenofovir, emtricitabine, atazanavir, daclatasvir, sofosbuvir, insulin, amlodipine, and enalapril. On examination, he is lethargic, with a temperature of 36.0°C (96.8°F), pulse of 130/min, respirations of 26/min, and blood pressure of 145/90 mm Hg. Severe bilateral leg edema and generalized muscle weakness are noted, and lung auscultation reveals crepitant rales. Laboratory studies show a positive HCV antibody and RNA, undetectable HIV viral load, and a CD4+ T-cell count of 589/mm³ (previously 618/mm³ six months ago). ECG reveals arrhythmia with frequent premature ventricular contractions. Arterial blood gas analysis on room air shows: | pH | 7.23 | | --- | --- | | PCO2 | 31 mm Hg | | HCO3- | 13 mEq/L | | Base excess | -12 mEq/L | The patient expresses his wish to donate organs or tissues in the event of death. Which represents an absolute contraindication to organ donation in this patient?",A. No absolute contraindications B. History of leukemia C. Uncontrolled hypertension D. Cardiac arrhythmia E. Metabolic acidosis F. Active alcohol use G. HIV infection H. Hepatitis C infection I. Chronic kidney disease J. Age over 55 years,A,No absolute contraindications,"The absolute contraindication to organ donation in this patient is active hepatitis C virus (HCV) infection with detectable HCV RNA. 

Explanation:  
Active viral infections such as untreated or active hepatitis C (detectable RNA) are considered absolute contraindications for organ donation due to the risk of transmission to the recipient. Although HIV infection is present, the patient has an undetectable viral load and a good CD4 count, which may not be an absolute contraindication depending on local policies and recipient matching",No absolute contraindications,False,False,"The correct conclusion is that active hepatitis C virus (HCV) infection represents an absolute contraindication to organ donation in this patient.

Reasoning: Active viral infections such as untreated or active HCV pose a risk of transmission to the organ recipient and are generally considered absolute contraindications to organ donation. Although HIV infection is well controlled with undetectable viral load and good CD4 count, active HCV RNA positivity indicates ongoing infection. Therefore, despite the patient's wish to donate, active HCV infection pre",False,"The absolute contraindication to organ donation in this patient is active hepatitis C virus (HCV) infection.

Reasoning: While a history of leukemia treated in childhood is not an absolute contraindication, active systemic infections such as untreated or active viral hepatitis (HCV RNA positive) are considered absolute contraindications due to the risk of transmitting infection to the recipient. The patient has active HCV viremia, which precludes organ donation. His HIV infection is well controlled with undetectable viral load and",False,"The absolute contraindication to organ donation in this patient is active hepatitis C virus (HCV) infection.

Reasoning: Active systemic infections, including untreated or active viral infections like hepatitis C, are considered absolute contraindications to organ donation due to the risk of transmission to the recipient. Although the patient has a history of leukemia and chronic kidney disease, these are not absolute contraindications. His HIV infection is well controlled with undetectable viral load and good CD4 count, which may allow donation under certain",True,"You are correct. In this patient, there is no absolute contraindication to organ donation. 

Reasoning:  
- The patient has well-controlled HIV infection (undetectable viral load, good CD4 count), which is no longer an absolute contraindication to organ donation due to advances in antiretroviral therapy and transplant outcomes.  
- Active hepatitis C infection is also not an absolute contraindication; organs from HCV-positive donors can be transplanted, especially with effective direct-acting antivir"
334,"A 32-year-old G1P0 woman at 30 weeks of gestation visits her obstetrician for a routine prenatal checkup. She reports experiencing fatigue and urinary urgency. She has no significant medical history prior to this pregnancy and is currently taking a prenatal vitamin and folate supplements daily. Her family history is notable for diabetes in her mother and coronary artery disease in her brother. On examination, the fundal height measures 25 centimeters. Fetal ultrasound reveals a proportional reduction in head circumference, trunk size, and limb length. What is the most likely cause of this patient’s condition?",A. Antiphospholipid syndrome B. Toxoplasmosis infection C. Fetal alcohol syndrome D. Cytomegalovirus infection E. Placental insufficiency F. Cigarette smoking G. Rubella infection H. Gestational diabetes I. Parvovirus B19 infection J. Maternal malnutrition,G,Rubella infection,"The key points are a 32-year-old pregnant woman at 30 weeks with fatigue, urinary urgency, fundal height measuring smaller than expected (25 cm at 30 weeks), and ultrasound showing proportional fetal growth restriction (head, trunk, and limbs all reduced proportionally).

Proportional fetal growth restriction (symmetric IUGR) typically results from early insults affecting fetal growth, such as chromosomal abnormalities, congenital infections, or severe maternal malnutrition.

Given the history: no prior medical issues",Rubella infection,False,False,"The most likely cause of this patient's condition is **intrauterine growth restriction (IUGR) due to placental insufficiency**, not rubella infection.

Reasoning: The fundal height is smaller than expected for 30 weeks (25 cm), and ultrasound shows proportional reduction in fetal size (head, trunk, limbs), indicating symmetric growth restriction. Rubella infection typically causes asymmetric growth restriction and specific congenital anomalies rather than proportional small size. Additionally, the patient's symptoms and history do not suggest",False,"The most likely cause of this patient's condition is **fetal growth restriction (FGR) due to placental insufficiency**, not antiphospholipid syndrome.

Reasoning: The key findings are a fundal height smaller than expected for 30 weeks (25 cm) and proportional reduction in fetal biometric measurements (head circumference, trunk, limb length), indicating symmetric fetal growth restriction. Symmetric FGR is often caused by early insults such as chromosomal abnormalities, congenital infections, or maternal malnutrition",False,"The most likely cause of this patient's condition is **intrauterine growth restriction (IUGR) due to placental insufficiency**.

Reasoning: The fundal height (25 cm) is smaller than expected for 30 weeks gestation, indicating fetal growth lag. Ultrasound shows proportional reduction in fetal measurements, consistent with symmetric IUGR, which often results from early insults such as chromosomal abnormalities, infections, or maternal malnutrition. Given no prior medical issues and the family history",False,"The most likely cause of this patient's condition is **intrauterine growth restriction (IUGR) due to placental insufficiency**, not rubella infection.

Reasoning: The key findings are a fundal height smaller than expected for 30 weeks (25 cm) and proportional reduction in fetal biometric measurements (head circumference, trunk, and limbs), indicating symmetric IUGR. Symmetric IUGR is often caused by early insults such as chromosomal abnormalities, congenital infections (like TORCH"
335,"A 44-year-old male seeks urgent care due to severe vomiting that began abruptly several hours after attending a party at a camping ground. He reports no diarrhea and feels otherwise well. His medical history includes only lactose intolerance and diet-controlled hypertension. His vital sign show: temperature 99.3°F (37.4°C), blood pressure 123/65 mmHg, heart rate 110/min, respiratory rate 14/min, and oxygen saturation 98% on room air. The physical examination reveals only tachycardia and generalized abdominal discomfort. Which food item is most commonly associated with the condition causing these symptom?",A. Fish B. Pasta salad C. Raw oysters D. Egg salad E. Soft cheese F. Refried rice G. Fresh fruit salad H. Undercooked steak I. Grilled chicken J. Canned tuna,D,Egg salad,"The patient's presentation of abrupt onset severe vomiting a few hours after a party, without diarrhea and with otherwise stable vitals except tachycardia, is classic for **Staphylococcus aureus food poisoning**. This condition is caused by ingestion of preformed enterotoxins in contaminated food, leading to rapid onset (1-6 hours) of nausea and vomiting.

The most common food items associated with Staphylococcal food poisoning are **foods high in protein that are handled and left unre",Egg salad,False,True,"Your answer is correct. The patient's abrupt onset of severe vomiting a few hours after a party, without diarrhea or fever, is characteristic of Staphylococcus aureus food poisoning. This condition typically presents with rapid-onset nausea and vomiting within 1-6 hours after ingestion of contaminated food. The most common food items implicated are those that are handled and left unrefrigerated, such as egg salad. Therefore, egg salad is the most commonly associated food item causing this condition.",False,"The most likely diagnosis is Staphylococcus aureus food poisoning, which typically presents with abrupt onset of severe vomiting a few hours after ingestion of contaminated food, without diarrhea or fever. The food item most commonly associated with this condition is **cream-filled pastries or mayonnaise-containing foods** rather than raw oysters. Raw oysters are more commonly linked to Vibrio infections, which present differently.",False,"The most likely diagnosis is Staphylococcus aureus food poisoning, which typically causes abrupt onset of severe vomiting a few hours after ingestion of contaminated food, without diarrhea or fever. The food item most commonly associated with this condition is **cream-filled pastries or mayonnaise-containing foods**.",True,"The most likely cause of abrupt severe vomiting a few hours after a party, without diarrhea and with otherwise stable vitals, is Staphylococcus aureus food poisoning. This typically presents with rapid onset vomiting due to preformed toxin in contaminated foods. The food most commonly associated with this condition is egg salad, as it is a protein-rich, mayonnaise-based dish that supports bacterial growth if improperly stored. Therefore, egg salad is the correct answer."
336,"A 50-year-old man visits the office for his annual work-related physical examination. Over the past three months, he has experienced chest discomfort described as a ""pressure"" during stressful moments at work or while playing racquetball with a friend. The pain can last up to an hour after physical exertion and resolves quickly with a nitroglycerin tablet, which he borrowed from a coworker. He has no personal history of coronary artery disease, diabetes, or hypertension. Two years ago, he was informed during his annual physical that his cholesterol levels were elevated and was advised to follow a low-fat, low-cholesterol diet. His current blood pressure is 130/70 mm Hg, heart rate is 68 beats/min, and the remainder of his physical examination is unremarkable. What is the likelihood that this patient has significant coronary artery disease?",A. 35% B. 10% C. 25% D. 15% E. 50% F. 65% G. 75% H. 45% I. 85% J. 99%,E,50%,"This patient’s presentation—exertional chest pressure relieved by nitroglycerin, triggered by stress or physical activity, lasting up to an hour—strongly suggests stable angina due to underlying coronary artery disease (CAD). Although he has no prior diagnosis of CAD, his symptoms are classic for myocardial ischemia. His risk factors include elevated cholesterol (not yet treated), middle age, and male sex. The absence of hypertension or diabetes does not exclude CAD.

Given these features, the likelihood that he",50%,False,False,"The likelihood that this patient has significant coronary artery disease (CAD) is high. His symptoms—exertional chest pressure relieved by nitroglycerin—are classic for stable angina, indicating myocardial ischemia due to obstructive CAD. Despite no prior diagnosis, his risk factors (age, elevated cholesterol) and symptom pattern strongly suggest significant coronary artery disease.",False,"The likelihood that this patient has significant coronary artery disease (CAD) is high, likely greater than 70%.

Reasoning: The patient has classic angina symptoms—exertional chest pressure relieved by nitroglycerin—strongly suggesting myocardial ischemia due to obstructive CAD. His age (50), male sex, and history of hypercholesterolemia further increase pretest probability. Although he has no diagnosed hypertension or diabetes, his symptom pattern and risk factors make significant CAD very likely.",False,"The likelihood that this patient has significant coronary artery disease (CAD) is high.

Reasoning: The patient is a 50-year-old man with classic exertional chest discomfort described as pressure, triggered by stress and physical activity, and relieved by nitroglycerin—hallmark features of angina pectoris. His symptoms have been present for three months, suggesting stable angina. Although he has no prior diagnosis of CAD, his history of elevated cholesterol and current presentation strongly suggest underlying atheroscler",True,"The likelihood that this patient has significant coronary artery disease is approximately 50%.

This middle-aged man has classic angina symptoms triggered by exertion and relieved by nitroglycerin, strongly suggesting underlying coronary artery disease. His risk factors include elevated cholesterol and age. In such a clinical context, the pretest probability of significant coronary artery disease is around 50%, consistent with typical stable angina presentations in this demographic."
337,"A 15-year-old left-handed girl is brought to the emergency department after experiencing a 2-minute episode of rhythmic jerking involving her left arm and leg, accompanied by altered mental status. During the episode, she looked to the left and had urinary incontinence. Postictally, she was confused and had left-sided weakness, which resolved within 15 minutes. She denies fever, recent illness, head trauma, or substance use. Her vital sign are normal. She reports fatigue after a sleepover the previous night. Upon examination, her mental status is intact, and she answers questions appropriately. Neurologic examination reveals no focal deficits. Laboratory results, including a complete blood count and basic metabolic panel, are normal. What is the most appropriate next step in the management of this patient?",A. Perform MRI of the brain to evaluate for structural abnormalities B. Arrange for electroencephalography in the outpatient setting C. Admit the patient for 24-hour video EEG monitoring D. Reassure the patient and discharge to home with instructions to follow up if there is a recurrence E. Initiate therapy with sodium valproate and refer to a neurologist F. Prescribe a short course of benzodiazepines to prevent recurrence G. Conduct toxicology screening to rule out substance use H. Obtain an urgent neurology consultation for inpatient evaluation I. Start prophylactic antiepileptic therapy immediately J. Perform CT of the brain followed by a lumbar puncture,B,Arrange for electroencephalography in the outpatient setting,"This patient had a 2-minute episode of rhythmic jerking involving her left arm and leg, with altered mental status, left gaze deviation during the event, urinary incontinence, and a postictal period with transient left-sided weakness (Todd's paralysis). These features are consistent with a focal (partial) seizure with secondary generalization or a focal seizure with impaired awareness.

Key points:
- Todd's paralysis (transient postictal weakness) suggests a focal seizure.
- No fever, trauma,",Arrange for electroencephalography in the outpatient setting,False,False,"The most appropriate next step is to admit the patient for inpatient video electroencephalography (EEG) monitoring and neuroimaging.

Reasoning: The patient had a focal seizure with secondary generalization (rhythmic jerking of left arm and leg, head deviation, altered consciousness, urinary incontinence), followed by a postictal Todd's paralysis (left-sided weakness resolving within 15 minutes). This presentation suggests a focal onset seizure, possibly due to an underlying structural lesion. Given the new",True,"The most appropriate next step is to obtain an electroencephalogram (EEG).

Reasoning: The clinical presentation is consistent with a focal (partial) seizure with secondary generalization, given the rhythmic jerking of the left arm and leg, head deviation to the left, urinary incontinence, postictal confusion, and transient Todd's paralysis (left-sided weakness resolving within 15 minutes). Although the patient is currently neurologically intact and labs are normal, an EEG is essential to confirm the diagnosis",True,"The most appropriate next step is to obtain an electroencephalogram (EEG) to evaluate for epilepsy.

Reasoning: The patient had a focal seizure (left arm and leg rhythmic jerking, head deviation to the left, altered awareness, urinary incontinence) followed by a postictal Todd's paralysis (left-sided weakness resolving within 15 minutes). This presentation is consistent with a focal seizure with secondary generalization. Normal labs and no other causes suggest epilepsy rather than a provoked seizure.",True,"The most appropriate next step is to arrange for electroencephalography (EEG) in the outpatient setting.

Reasoning: The patient had a focal seizure with secondary generalization (left-sided rhythmic jerking, head turning, altered awareness, postictal confusion, and Todd's paralysis). Her normal exam and labs, absence of provoking factors, and resolution of symptoms suggest a new-onset focal epilepsy. EEG is essential to confirm the diagnosis, characterize the seizure type, and guide management. Immediate hospitalization"
338,"A 45-year-old female presents with progressive headaches that began one month ago. Initially intermittent, the headaches have intensified over the last two weeks, predominantly affecting the left side. The pain is severe but partially responsive to NSAIDs, and is accompanied by nausea, vomiting, and photophobia. She reports no visual changes, seizures, or similar previous episodes. Her medical history includes a surgically clipped posterior communicating artery aneurysm from 10 years ago. Her vital sign show: BP 135/90 mm Hg, temperature 36.7°C (98.0°F), pulse 80/min, respiratory rate 14/min, and BMI 36 kg/m2. Examination reveals an alert and oriented patient with asymmetric pupils (right 3 mm, left mid-dilated) and subtle left ptosis. Cup-to-disc ratios are 0.4 (right) and 0.5 (left). While cranial nerves are intact and upper extremities show normal strength (5/5) and reflexes (2+), the right leg demonstrates reduced strength (3/5) with diminished reflexes (1+) at knee and ankle. The left leg examination is normal. Which clinical finding most strongly indicates the need for additional diagnostic evaluation?",A. Cup-to-disc asymmetry between the eyes B. Right-sided weakness C. Nausea and vomiting D. Photophobia E. History of posterior communicating artery aneurysm F. Subtle left-sided ptosis G. Elevated BMI H. Mid-dilated left pupil I. Lack of focal neurologic deficits in the upper extremities J. Left eye findings,B,Right-sided weakness,"The key clinical finding here is the new, progressive, lateralized neurological deficit—specifically, the right leg weakness (3/5 strength) with diminished reflexes—combined with asymmetric pupils and subtle left ptosis. This suggests a focal neurological lesion affecting the left hemisphere or brainstem structures, possibly compressing or damaging motor pathways and cranial nerves.

Given her history of a clipped posterior communicating artery aneurysm and the progressive nature of symptoms (worsening headaches, nausea, vomiting, photophobia",History of posterior communicating artery aneurysm,True,True,"The most important clinical finding indicating the need for further diagnostic evaluation is the new focal neurological deficit—specifically, the right leg weakness (3/5 strength) with diminished reflexes. This suggests a possible new structural lesion affecting the motor pathways, such as a mass lesion, stroke, or aneurysm-related complication. While the history of a clipped posterior communicating artery aneurysm is relevant, the acute neurological deficit and progressive headaches with associated signs (pupil asymmetry, ptosis) are more urgent indicators",False,"The clinical finding that most strongly indicates the need for additional diagnostic evaluation is the asymmetric pupils with a left mid-dilated pupil and subtle left ptosis.

Reasoning: The combination of a mid-dilated pupil and ptosis on the left side suggests a partial third cranial nerve (oculomotor nerve) palsy, which is a red flag for a compressive lesion such as an aneurysm or mass effect. Given her history of a clipped posterior communicating artery aneurysm and new progressive",False,"The most concerning clinical finding is the asymmetric pupils with a left mid-dilated pupil and subtle left ptosis.

Reasoning: The patient has a history of a clipped posterior communicating artery aneurysm and now presents with progressive, severe headaches, nausea, vomiting, and photophobia, along with a left mid-dilated pupil and ptosis—signs suggestive of a third cranial nerve (oculomotor nerve) palsy. This can indicate aneurysm recurrence, mass effect, or",False,"The most critical clinical finding indicating the need for additional diagnostic evaluation is the history of a surgically clipped posterior communicating artery aneurysm combined with new neurological signs (asymmetric pupils with left mid-dilation and subtle left ptosis) and progressive headaches. 

This history raises concern for possible aneurysm recurrence, residual or new vascular pathology, or compressive effects on cranial nerves (notably the oculomotor nerve), which can cause pupil asymmetry and ptosis. The new focal neurological deficit ("
339,"A 66-year-old female presents to emergency care with a two-hour history of right temporal headache and right eye visual blurring. She describes similar recurring headaches over recent weeks, which worsen with mastication. Her history includes chronic shoulder and hip pain and stiffness managed with ibuprofen. Vital sign show temperature 100.4°F (38.0°C), heart rate 90, blood pressure 120/80 mmHg, and respiratory rate 16/min. Physical examination reveals right temporal tenderness and right eye visual acuity of 20/60 (left eye 20/20). Laboratory testing shows an erythrocyte sedimentation rate of 120 mm/hr. What is the most appropriate immediate management step?",A. Neurology consultation before treatment B. Acetaminophen and rest C. Increase ibuprofen dosage D. Methylprednisolone E. Anticoagulation with heparin F. MRI with contrast of the brain G. Non-contrast CT scan of the head H. Temporal artery biopsy before starting treatment I. Supplemental oxygen and sumatriptan J. Ophthalmology consultation before treatment,D,Methylprednisolone,"This presentation is classic for giant cell arteritis (GCA), also known as temporal arteritis. Key features include:

- Age >50
- New-onset temporal headache
- Scalp/temporal artery tenderness
- Jaw claudication (worsening headache with mastication)
- Visual symptoms (visual blurring)
- Elevated ESR (120 mm/hr)
- Systemic symptoms (low-grade fever)
- History of polymyalgia rheumatica (chronic shoulder and hip stiffness",Methylprednisolone,False,True,"The most appropriate immediate management step is to start high-dose corticosteroids, such as intravenous methylprednisolone. 

This patient has classic signs of giant cell arteritis (GCA): age >50, new temporal headache, jaw claudication, elevated ESR, and visual symptoms. Immediate corticosteroid treatment is critical to prevent irreversible vision loss. Waiting for biopsy confirmation before treatment risks permanent blindness.",True,"The most appropriate immediate management step is to start high-dose corticosteroids promptly.

This patient has classic signs of giant cell arteritis (GCA): age >50, new-onset temporal headache, jaw claudication (worsening with mastication), elevated ESR, and visual symptoms. Immediate corticosteroid treatment is critical to prevent irreversible vision loss. Waiting for a neurology consultation or temporal artery biopsy before starting steroids risks permanent blindness. Temporal artery biopsy can be performed within 1-2 weeks after",False,"The most appropriate immediate management is to start high-dose corticosteroids promptly.

This patient has classic signs of giant cell arteritis (GCA): age >50, new temporal headache, jaw claudication (worsening with mastication), elevated ESR, and visual symptoms indicating ischemic optic neuropathy. Immediate corticosteroid therapy is critical to prevent permanent vision loss. Temporal artery biopsy can be done but should not delay treatment.",True,"The most appropriate immediate management is high-dose corticosteroids (e.g., methylprednisolone).

This patient has classic signs of giant cell arteritis (GCA): age >50, new temporal headache, jaw claudication, elevated ESR, and visual symptoms. Immediate corticosteroid treatment is critical to prevent irreversible vision loss. Temporal artery biopsy can be done but should not delay steroid initiation."
340,"A patient with ankylosing spondylitis and a hip flexion contracture undergoes an uneventful right total hip arthroplasty using a Kocher (posterior) approach. Postoperatively, this patient is at an increased risk for which complications?",A. Superior hip dislocation B. Trochanteric bursitis C. Anterior hip dislocation D. Periprosthetic fracture E. Prosthetic joint infection F. Inferior hip subluxation G. Acetabular component loosening H. Heterotopic ossification I. Posterior hip dislocation J. Sciatic nerve palsy,C,Anterior hip dislocation,"In a patient with ankylosing spondylitis and a hip flexion contracture undergoing total hip arthroplasty via a posterior (Kocher) approach, there is an increased risk of postoperative hip dislocation and heterotopic ossification. The posterior approach combined with preexisting soft tissue contractures and altered biomechanics in ankylosing spondylitis raises the risk of posterior dislocation. Additionally, ankylosing spondylitis patients have a higher propensity for heterotopic oss",Anterior hip dislocation,False,False,"The correct answer is posterior hip dislocation.

Reasoning: A Kocher (posterior) approach to total hip arthroplasty disrupts the posterior soft tissues, increasing the risk of posterior dislocation postoperatively. Although the patient has a hip flexion contracture, the surgical approach primarily influences the direction of dislocation risk. Anterior dislocations are more common with anterior or anterolateral approaches, whereas posterior approaches carry a higher risk of posterior dislocation.",True,"The patient is indeed at increased risk for **anterior hip dislocation** postoperatively, not posterior dislocation.

Reasoning: In ankylosing spondylitis with a hip flexion contracture, the pelvis is often fixed in a flexed position, altering normal hip biomechanics. After a posterior approach THA, the hip is more prone to dislocate anteriorly because the contracture and altered pelvic tilt limit hip extension and external rotation, which are protective against anterior dislocation.",False,"In a patient with ankylosing spondylitis and a hip flexion contracture undergoing a posterior (Kocher) approach total hip arthroplasty, the primary increased risk is postoperative heterotopic ossification (HO). 

Reasoning: Ankylosing spondylitis is a seronegative spondyloarthropathy characterized by chronic inflammation and new bone formation, predisposing to HO after hip surgery. The posterior approach and the underlying disease both increase this risk. While",False,"The correct answer is posterior hip dislocation.

Reasoning: A Kocher (posterior) approach to total hip arthroplasty disrupts the posterior soft tissues, including the short external rotators and posterior capsule, which increases the risk of posterior dislocation postoperatively. Although ankylosing spondylitis and hip flexion contracture affect hip biomechanics, the surgical approach primarily determines dislocation direction risk. The posterior approach is well known to predispose to posterior dislocation, not anterior"
341,"A 65-year-old male with a 30+ year history of poorly managed type 2 diabetes (with complications including retinopathy, nephropathy, and neuropathy) and coronary artery disease seeks medical attention. He reports losing 7 kg over three months and experiences early satiety with epigastric discomfort. He has post-prandial nausea and vomiting that improves with fasting, but no changes in bowel movements. His treatment includes insulin glargine nightly and insulin aspart before meals. His HbA1c is 9.2% (normal range: 4.3-5.6%). Physical examination reveals a weight of 87 kg, BMI of 29, mild epigastric tenderness, and no scleral icterus. The remainder of the examination is normal. What is the most appropriate first diagnostic test for this patient?",A. Abdominal ultrasound B. Capsule endoscopy C. Gastric manometry D. Hydrogen breath test E. Esophagogastroduodenoscopy F. CT scan of the abdomen and pelvis G. Scintigraphic gastric-emptying study H. Fecal occult blood test I. Hydrogen breath test for small intestinal bacterial overgrowth J. Serum gastrin level measurement,E,Esophagogastroduodenoscopy,"This patient with long-standing poorly controlled diabetes and multiple microvascular complications presents with weight loss, early satiety, epigastric discomfort, and post-prandial nausea/vomiting that improves with fasting. These symptoms suggest delayed gastric emptying, i.e., diabetic gastroparesis.

Given the clinical picture:

- Long-standing diabetes with neuropathy
- Symptoms of early satiety, nausea, vomiting, and epigastric discomfort
- Weight loss

The most likely diagnosis is diabetic",Esophagogastroduodenoscopy,False,True,"Your answer is correct. The most appropriate first diagnostic test is esophagogastroduodenoscopy (EGD). 

Reasoning: This patient with long-standing poorly controlled diabetes and autonomic neuropathy symptoms (early satiety, post-prandial nausea/vomiting improving with fasting) likely has diabetic gastroparesis or another upper GI pathology. EGD is indicated to evaluate for mechanical obstruction, peptic ulcer disease, or malignancy causing his symptoms and weight loss before attributing symptoms solely",True,"The most appropriate first diagnostic test is an upper endoscopy (esophagogastroduodenoscopy, EGD).

Reasoning: This patient with long-standing poorly controlled diabetes and autonomic neuropathy symptoms (early satiety, post-prandial nausea/vomiting improving with fasting) likely has diabetic gastroparesis or a mechanical gastric outlet obstruction. Given his weight loss and epigastric discomfort, it is critical to rule out structural causes such as peptic ulcer disease, malignancy,",True,"The most appropriate first diagnostic test is an upper endoscopy (esophagogastroduodenoscopy, EGD).

Reasoning: This patient with long-standing poorly controlled diabetes and symptoms of early satiety, post-prandial nausea, vomiting, and epigastric discomfort likely has diabetic gastroparesis or a mechanical gastric outlet obstruction (e.g., peptic ulcer disease, malignancy). Upper endoscopy is the best initial test to evaluate for structural causes of gastric outlet obstruction and to assess",True,"The most appropriate first diagnostic test is esophagogastroduodenoscopy (EGD). 

Reasoning: The patient with long-standing poorly controlled diabetes and autonomic neuropathy symptoms (early satiety, post-prandial nausea/vomiting improving with fasting) likely has diabetic gastroparesis or a mechanical gastric outlet obstruction. EGD is the best initial test to directly visualize the upper GI tract, rule out obstructive lesions (e.g., peptic ulcer disease, malignancy), and"
