index,question,options,solution_idx,solution_text,question_tone,default,alternative,default_correct,correct_a,correct_b,correct_c,correct_d
238,"I am a 44-year-old individual living with HIV. Recently, I was brought to the emergency department due to increasing confusion that had been noticed by the staff at the homeless shelter where I reside. Upon my arrival, I reported experiencing a headache and muscle pain, but I struggled to provide more detailed information about my condition.

While in the emergency department, the medical team took my vital signs. My temperature was recorded at 102.2°F, my blood pressure was 112/71 mmHg, my heart rate was 115 beats per minute, and my respiratory rate was 24 breaths per minute. During the physical examination, the doctor noted resistance and pain when I attempted to extend my knees while my hips were flexed.

To further investigate my symptoms, the medical team performed a lumbar puncture. They observed that the opening pressure was normal, the fluid was clear, but there was an elevated cell count with lymphocytes, and the protein level was mildly elevated. Based on these findings, the medical professionals began considering potential causes for my clinical presentation.",A. Listeria monocytogenes B. Varicella-zoster virus C. Epstein-Barr virus D. Herpes simplex virus E. Cytomegalovirus F. Neisseria meningitidis G. Cryptococcus H. West Nile virus I. Mycobacterium tuberculosis J. Toxoplasma gondii,D,Herpes simplex virus,neutral,"Based on the clinical presentation and lumbar puncture findings, the most likely diagnosis is viral meningitis, possibly due to HIV-related complications or another viral infection. The elevated lymphocyte count and mildly elevated protein level in the cerebrospinal fluid (CSF), along with the patient's immunocompromised status, support this diagnosis. The confusion, headache, and muscle pain further align with viral meningitis symptoms. It's important for the medical team to consider additional testing for specific viral pathogens, including HIV itself, to guide treatment.",Herpes simplex virus,False,True,False,False,True
239,"I am a 25-year-old woman seeking evaluation for primary amenorrhea. I do not have a significant medical history and currently do not take any medications. I am not sexually active.

During my physical examination, my height was measured at 132 cm, and I weighed 49 kg. My blood pressure was recorded at 125/85 mm Hg, and my heart rate was noted to be 80 beats per minute. The examination revealed a webbed neck, but there was no enlargement of the thyroid. I also have a broad chest with widely spaced nipples. Breast development and pubic hair were assessed, and both were found to be consistent with Tanner stage 2, indicating some sexual maturity. 

Additionally, the cardiac examination included auscultation, where an early systolic ejection click was detected. This finding raised the question of potential cardiac anomalies that might be present, prompting further investigation with an echocardiogram.",A. Bicuspid aortic valve B. Ventricular septal defect C. Tricuspid valve regurgitation D. Atrial septal defect E. Pulmonary valve stenosis F. Hypoplastic left heart syndrome G. Mitral valve prolapse H. Pulmonary stenosis I. Coarctation of the aorta J. Aortic root dilation,A,Bicuspid aortic valve,neutral,"Based on the provided information, the clinical presentation is suggestive of Turner syndrome, particularly given the webbed neck, short stature, broad chest with widely spaced nipples, and primary amenorrhea. The early systolic ejection click may indicate a potential cardiac anomaly, which is common in Turner syndrome, such as aortic coarctation or other structural heart defects. An echocardiogram is warranted to assess for these potential cardiac issues. Further evaluation, including karyotyping, would help confirm the diagnosis of Turner syndrome.",Bicuspid aortic valve,False,False,False,False,True
240,"I am a 72-year-old woman who recently went to the emergency department due to a two-week history of worsening shortness of breath. Alongside this, I noticed swelling in my lower extremities and an unexpected weight gain of about 3 kilograms (6.6 pounds). 

During my examination, the doctor listened to my chest and noted the presence of crackles. They also conducted a cardiac examination and detected a dull, low-pitched sound during early diastole at the fifth left intercostal space. This sound became more pronounced when I was positioned on my left side and during the end of my breath out. 

The medical team evaluated my symptoms and findings to determine the underlying cause of these auscultatory results.",A. Increased left ventricular end-systolic volume B. Left atrial enlargement C. Impaired mitral valve closure D. Decreased cardiac output E. Increased left atrial pressure F. Decreased left-ventricular filling pressure G. Decreased left myocardial compliance H. Increased pulmonary capillary wedge pressure I. Decreased stroke volume J. Impaired diastolic relaxation,A,Increased left ventricular end-systolic volume,neutral,"Based on your symptoms and examination findings, it is likely that you are experiencing heart failure, possibly due to fluid overload. The worsening shortness of breath, lower extremity swelling, and weight gain suggest fluid retention. The presence of crackles in your lungs indicates pulmonary congestion, and the low-pitched sound you described, likely a third heart sound (S3), is often associated with heart failure. The fact that this sound becomes more pronounced in certain positions further supports this diagnosis. It would be important for your medical team to conduct further tests, such as an echocardiogram, to assess your heart function and determine the best course of treatment.",Increased left ventricular end-systolic volume,False,False,False,False,True
241,"I am an 18-year-old female cross-country runner, and I recently visited the clinic due to a 2-week history of pain in both of my feet. The pain began the morning after a competition and has been consistently present since then. I noticed that the pain improves when I rest but worsens with activity as the day goes on. Despite trying rest and applying ice, my symptoms have not improved.

During my visit, the healthcare provider checked my vital signs, which were normal, and noted that my BMI is 22 kg/m². On physical examination, the provider found diffuse tenderness on the plantar surfaces of my proximal metatarsals bilaterally, but there was no specific point tenderness. The examination revealed no signs of pes planus, calcaneal pain, or tenderness in the Achilles tendon. Additionally, the fibular head motion was unremarkable, and bilateral foot radiographs did not show any abnormalities.

Given these findings, I am left wondering about the most likely cause of my foot pain. The options provided include conditions such as sesamoiditis, Morton's neuroma, and plantar fasciitis, among others. I hope to get clarity on my diagnosis and the next steps for treatment.",A. Sesamoiditis B. Morton's neuroma C. Lateral longitudinal arch somatic dysfunction D. Plantar fasciitis E. Metatarsal stress fractures F. Tarsal tunnel syndrome G. Peroneal tendinopathy H. Flexor hallucis longus tendinitis I. Medial tibial stress syndrome J. Transverse arch somatic dysfunction,J,Transverse arch somatic dysfunction,neutral,"Based on your symptoms and examination findings, the most likely cause of your foot pain is **metatarsalgia** or **stress reaction** in the metatarsal region, particularly given the diffuse tenderness on the plantar surfaces of your proximal metatarsals and the history of increased activity following a competition. 

The pain improving with rest and worsening with activity aligns with overuse injuries common in runners. Since there is no specific point tenderness or signs of other conditions like plantar fasciitis or Morton's neuroma, metatarsalgia is a strong possibility.

For treatment, consider the following steps:
1. **Rest**: Continue to limit activities that exacerbate the pain.
2. **Ice**: Apply ice to the affected areas to",Transverse arch somatic dysfunction,False,False,False,False,False
242,"I am an 11-year-old male who recently attended a well-child examination for pre-school and sports clearance. During the visit, my mother mentioned that a previous pediatrician had observed a spinal curve in me, but there were no other medical issues or surgical history to report. 

At the examination, I was measured and found to be at the 60th percentile for height and the 65th percentile for weight relative to my age group. The doctor performed a physical examination and noted three significant findings: I had enhanced thoracic kyphosis, my right scapula was positioned posteriorly while standing in a neutral stance, and there was a group dysfunction from T3 to T9 upon spinal palpation. 

When I was asked to bend forward, the doctor observed a prominent hump on the right side of my rib cage. Based on these findings, the doctor discussed the nature of my spinal motion pattern and potential diagnoses, highlighting the characteristics observed during the examination.",A. Dextroscoliosis; freedom of motion is sidebent to the right and rotated to the left B. Dextroscoliosis; concavity of the curve is to the left and vertebrae rotated to the right C. Levoscoliosis; concavity of the curve is to the right and vertebrae rotated to the left D. Levoscoliosis; the curve is sidebent to the right and rotated to the left E. Levoscoliosis; freedom of motion is sidebent to the right and rotated to the left F. Levoscoliosis; restricted with extension and convexity of the curve is to the left G. Dextroscoliosis; restricted with flexion and concavity of the curve is to the left H. Levoscoliosis; freedom of motion is sidebent to the left and rotated to the right I. Dextroscoliosis; convexity of the curve is to the left and vertebrae rotated to the left J. Dextroscoliosis; convexity of the curve is to the right and vertebrae rotated to the left,B,Dextroscoliosis; concavity of the curve is to the left and vertebrae rotated to the right,neutral,"Based on the findings from your examination, it appears that you may have a condition known as scoliosis, specifically a right thoracic curve. The enhanced thoracic kyphosis, the posterior positioning of the right scapula, and the prominent rib hump observed when bending forward are all indicative of this condition. Scoliosis can lead to asymmetry in the spine and rib cage, which aligns with the observations made during your physical examination. It would be advisable to follow up with a specialist, such as an orthopedic doctor, for further evaluation and potential management options.",Dextroscoliosis; concavity of the curve is to the left and vertebrae rotated to the right,False,True,False,True,True
243,"I am a 62-year-old man who recently sought medical attention due to issues with urinary dribbling and increased frequency of urination. My medical history includes hypertension and dyslipidemia, which I manage with medication. During my physical examination, the doctor performed a digital rectal examination and noted a firm 1-centimeter nodule on my prostate gland.

As part of the evaluation, my prostate-specific antigen (PSA) level was measured, and I learned that it was 6.0, which is above the reference range upper limit of 4.0. I was informed that the PSA test has a sensitivity of 80% and a specificity of 90%. 

Additionally, I was made aware of a recent large cross-sectional study involving 1,000 participants that indicated a 10% prevalence of prostate cancer in men of my age group. Given these factors, I am now considering what my chances might be of having prostate carcinoma based on my symptoms and examination findings.",A. 8.9% B. 63.2% C. 15.3% D. 31.6% E. 47% F. 80% G. 72% H. 10% I. 90% J. 44.4%,H,10%,neutral,"Given your age, symptoms, the firm nodule on your prostate, and an elevated PSA level of 6.0, your risk of having prostate cancer is significantly increased. 

With a 10% prevalence of prostate cancer in men your age, the elevated PSA level (above 4.0) raises your likelihood further. The sensitivity of the PSA test (80%) means that there is an 80% chance that a man with prostate cancer will have an elevated PSA, while the specificity (90%) indicates a 10% chance of a false positive result.

To estimate your chances of having prostate cancer, you can use the following reasoning:

1. **Base Rate**: Start with the 10% prevalence in your age group.
2",10%,False,False,False,False,False
244,"I am a 41-year-old woman with a medical history that includes three uncomplicated cesarean births and tubal sterilization during my last delivery. Recently, I have been experiencing heavy menstrual bleeding, dysmenorrhea, and deep dyspareunia. My menstrual cycles are regular, occurring every 25 to 26 days and lasting about eight days, without any intermenstrual bleeding. During the first three days of my cycle, I soak through one pad per hour, and I rate the cramping on my heaviest days as a 9 out of 10.

When I visited the healthcare provider, my vital signs were normal, and my body mass index was measured at 22 kg/m². A pelvic examination revealed a 10-week-sized boggy uterus that was mildly tender to touch, but no discrete masses were found, and my adnexa were nontender. A urine pregnancy test returned negative, and bloodwork indicated mild anemia. Following this, a pelvic ultrasound was ordered to further investigate my symptoms. 

I understand that the ultrasound findings will be crucial in determining the most likely diagnosis related to my condition.","A. Multiple hyperechoic foci with posterior shadowing in the myometrium B. A focal hypoechoic lesion with irregular borders in the endometrium C. Endometrial polypoid structures with central vascularity D. Thickened endometrial stripe with irregular vascularity E. Symmetrical, homogeneous endometrial thickening F. Asymmetrical, irregular endometrial thickening G. A large, circular hypoechoic structure within the myometrium with posterior shadowing H. Diffuse myometrial calcifications with acoustic shadowing I. Symmetrical, homogeneous myometrial thickening J. Circular anechoic structures within the myometrium without posterior shadowing",J,Circular anechoic structures within the myometrium without posterior shadowing,neutral,"Based on your symptoms—heavy menstrual bleeding, dysmenorrhea, deep dyspareunia, and the pelvic examination findings of a boggy, mildly tender uterus—along with your history of three cesarean deliveries and tubal sterilization, the most likely diagnosis is adenomyosis. The ultrasound will help confirm this by potentially showing an enlarged, irregularly shaped uterus and other characteristic features. Adenomyosis is common in women with a history of uterine surgery and can explain the heavy bleeding and pain you are experiencing.",Circular anechoic structures within the myometrium without posterior shadowing,False,False,False,False,False
245,"I am a 40-year-old female who sought medical attention due to persistent pain in my right forearm. The pain began two days after I fell, landing on my extended right hand. I have been taking ibuprofen, which has provided some partial relief. I maintain an active lifestyle and engage in regular exercise, and my medical history is unremarkable.

During the clinical examination, the doctor noted that my elbow's carrying angle appeared normal, but I had limited supination in my right arm. I underwent X-rays for my right hand and elbow, which showed no abnormalities. 

Given these findings, I was informed that several possible diagnoses were considered, but no definitive conclusion was reached at that time. I appreciate the thoroughness of the examination and the attention given to my symptoms.",A. Medial epicondylitis B. Radioulnar synostosis C. Posterior radial head dysfunction D. Olecranon bursitis E. Anterior radial head dysfunction F. Cubital tunnel syndrome G. Annular ligament sprain H. Interosseous membrane dysfunction I. Lateral epicondylitis J. Radial tunnel syndrome,C,Posterior radial head dysfunction,neutral,"Based on your description, it sounds like you may be experiencing a soft tissue injury, such as a sprain or strain, particularly affecting the muscles or tendons around the forearm and elbow. The limited supination suggests possible involvement of the forearm muscles or the radial nerve. Since the X-rays showed no fractures or bony abnormalities, it's likely that the pain is due to a soft tissue injury rather than a structural issue. Continuing to rest the arm, applying ice, and possibly engaging in physical therapy could be beneficial for recovery. If symptoms persist, further evaluation, such as an MRI, may be warranted to assess for any underlying soft tissue damage.",Posterior radial head dysfunction,False,True,False,False,True
246,"I am a 50-year-old man who visited my primary care provider because I had been experiencing urinary incontinence for the past five months. My symptoms included frequent and urgent urges to urinate both during the day and at night. Often, I would have small-volume leakage before I could reach the bathroom, which was quite distressing. 

I do not have any significant medical history and I am not currently taking any medications. After discussing my symptoms with my doctor, I began a treatment with oxybutynin, which has notably improved my condition. 

Throughout this experience, I have been trying to understand what might be causing these symptoms. My healthcare provider mentioned several potential conditions that could typically present with my clinical picture. While I am still in the process of learning about my situation, I am hopeful that the treatment will continue to help me manage my symptoms effectively.",A. Neurogenic bladder B. Prostatic hyperplasia C. Detrusor overactivity D. Urethral stricture E. Acute cystitis F. Diabetes mellitus G. Prostatitis H. Overactive bladder syndrome I. Interstitial cystitis J. Bladder outlet obstruction,E,Acute cystitis,neutral,"Your symptoms of urinary incontinence, characterized by urgency and small-volume leakage, suggest a condition known as overactive bladder (OAB). This can occur due to various factors, including age-related changes in bladder function, neurological conditions, or even lifestyle factors. Oxybutynin, an anticholinergic medication, helps relax the bladder muscle and reduce urgency, which explains the improvement you've experienced. It's important to continue discussing your symptoms and treatment options with your healthcare provider to ensure effective management and address any underlying causes.",Acute cystitis,False,False,False,False,False
247,"I am a 27-year-old female college student, and I recently visited my primary care physician due to lifelong bone and muscle aches that have become more intense. Despite maintaining an active lifestyle and a balanced diet, I have been experiencing increased stress from final exams, which I believe may be contributing to my symptoms. I also mentioned to my doctor that I have had occasional episodes of diarrhea.

Currently, I am being treated with acyclovir for HSV, but I have noticed minimal improvement. During the physical examination, my doctor assessed my strength and noted that I had 4/5 strength in all my extremities, along with non-specific diffuse tenderness in my limbs.

I have one sexual partner and generally lead a healthy lifestyle, but the combination of stress and physical symptoms has been concerning. My physician is exploring potential conditions that might be associated with my clinical presentation, considering factors like malabsorption or vitamin deficiencies due to limited sun exposure, among other possibilities. I am awaiting further evaluation to better understand the underlying causes of my symptoms.",A. Hyperphosphatemia from excessive dietary intake of phosphate B. Vitamin D deficiency due to limited sun exposure C. Malabsorption due to celiac disease D. A genetic mutation affecting calcium-sensing receptors E. Hypoalbuminemia leading to pseudohypocalcemia F. Anaphylaxis when receiving a transfusion G. Sleep deprivation H. Chronic kidney disease with secondary hyperparathyroidism I. Rash over the metacarpophalangeal joints J. A history of anxiety/depression,F,Anaphylaxis when receiving a transfusion,neutral,"Given your symptoms of bone and muscle aches, episodes of diarrhea, and the stress from exams, it's important to consider several potential underlying conditions. The combination of muscle weakness, diffuse tenderness, and gastrointestinal symptoms could suggest issues such as vitamin D deficiency, which is common in individuals with limited sun exposure, or other nutritional deficiencies. Additionally, conditions like fibromyalgia or autoimmune disorders could also be contributing factors.

It's crucial to follow up with your physician for further evaluation, which may include blood tests to check for vitamin levels, inflammatory markers, and possibly tests for malabsorption syndromes. Managing stress through relaxation techniques and ensuring a balanced diet may also help alleviate some symptoms in the meantime.",Anaphylaxis when receiving a transfusion,False,False,False,False,False
248,"I am an 8-year-old boy who have been experiencing a wet cough for the past six weeks. This cough tends to worsen in the mornings, and despite trying various treatments like albuterol, prednisone, and cetirizine, my condition hasn’t improved.

I have not had any recent choking incidents, nor do I have a fever, weight loss, or other upper respiratory symptoms. Additionally, no one else in my household is experiencing any symptoms. My immunizations are up to date.

During a recent check-up, my temperature was recorded at 37.7°C, my heart rate was 110 beats per minute, and my respiratory rate was 26 breaths per minute. My oxygen saturation levels were 98% while breathing room air. Although I appeared well and was not in significant distress, the doctor noted that I had rhonchi in my lungs on auscultation. The rest of the physical examination did not reveal any other issues.

Given my symptoms and the examination findings, the doctor is considering the next steps to establish a diagnosis.",A. Perform spirometry with bronchodilator testing B. Prescribe a course of oral amoxicillin-clavulanate C. Initiate a trial of inhaled corticosteroids D. Order a mycoplasma IgM antibody test E. Perform a sweat chloride test F. Obtain a nasopharyngeal culture for viral pathogens G. Refer for allergy testing H. Order bronchoscopy I. Prescribe a trial of proton pump inhibitors J. Obtain chest CT,B,Prescribe a course of oral amoxicillin-clavulanate,neutral,"Based on your symptoms and examination findings, it sounds like you may be experiencing a form of chronic bronchitis or possibly asthma, especially since your cough worsens in the mornings and you have rhonchi in your lungs. The lack of fever and other systemic symptoms, along with a good oxygen saturation level, suggests that a serious infection is less likely.

The next steps may include further diagnostic tests, such as a chest X-ray to rule out any structural issues or infections, and possibly pulmonary function tests to assess your lung function. Additionally, your doctor might consider allergy testing or a trial of inhaled corticosteroids if asthma is suspected. It's important to follow up with your healthcare provider for a comprehensive evaluation and tailored treatment plan.",Prescribe a course of oral amoxicillin-clavulanate,False,True,False,False,False
249,"I am a 36-year-old woman who has been seeking medical attention due to severe menstrual symptoms that have persisted for the past eight months. My menstrual flow is quite heavy, requiring me to use 6 to 8 pads daily during my periods, which last 5 to 6 days and occur regularly every 28 days. I experience intense pelvic cramping that starts two days before my period begins, and I find minimal relief from naproxen.

These symptoms have significantly impacted my life, leading to job loss from my position as a janitor. My medical history includes a tubal sterilization performed about a year ago, and I have had two uncomplicated vaginal deliveries. I maintain a monogamous sexual relationship with my spouse and take only a daily multivitamin. Additionally, I have a 15-pack-year smoking history.

I stand 165 cm tall and weigh 68 kg, which gives me a BMI of 25 kg/m². Recent assessments, including vital signs, a pelvic exam, and various tests such as a complete blood count and transvaginal ultrasound, have all returned normal results. 

Given my ongoing symptoms and their impact on my daily life, I am now considering the most appropriate next step in management.",A. Hysterectomy B. Progesterone-only pills C. Diagnostic hysteroscopy D. Levonorgestrel-releasing intrauterine device E. Gonadotropin-releasing hormone agonist therapy F. Uterine artery embolization G. Endometrial ablation H. Combined oral contraceptives I. Nonsteroidal anti-inflammatory drugs (NSAIDs) J. Dilation and curettage,G,Endometrial ablation,neutral,"Given your severe menstrual symptoms, heavy flow, and significant impact on your quality of life, the next appropriate step in management would be to consider hormonal therapy. Options such as combined oral contraceptives or a hormonal IUD can help regulate your menstrual cycle, reduce heavy bleeding, and alleviate cramping. If hormonal treatments are not suitable or effective, further evaluation for conditions like endometriosis or fibroids may be warranted, potentially leading to surgical options if necessary. It's essential to discuss these options with your healthcare provider to tailor the approach to your specific needs.",Endometrial ablation,False,True,False,False,True
250,"I am a 67-year-old female who recently visited the emergency department due to an acute onset of severe headache accompanied by weakness and numbness on my left side. These symptoms began about two hours before I arrived at the hospital. 

My medical history includes hypertension, atrial fibrillation, and type 2 diabetes, for which I take enalapril, amlodipine, insulin, and warfarin. Upon examination, I was alert and oriented, although my vital signs indicated an irregular pulse of 90 beats per minute and a blood pressure of 165/94 mm Hg. 

During the neurological exam, the doctor noted that my eyes were deviated to the left and downward, and my pupils were small and nonreactive. I experienced significant weakness on my left side, rated at 2 out of 5, while my right side was normal at 5 out of 5. In addition, my sensation to pinprick and light touch was diminished on the left side but normal on the right side and my face.

The medical team conducted laboratory tests, which indicated an elevated prothrombin time. Based on my symptoms and examination findings, they discussed the possible anatomical locations for a hemorrhage that could be causing these issues.",A. Right corona radiata B. Right basal ganglia C. Right temporal lobe D. Right midbrain E. Right internal capsule F. Right putamen G. Right thalamus H. Right cerebellum I. Right frontal lobe J. Pons,G,Right thalamus,neutral,"Based on your symptoms and examination findings, it is likely that you are experiencing a right-sided intracerebral hemorrhage or possibly a subarachnoid hemorrhage. The acute onset of severe headache, left-sided weakness, and neurological deficits, including eye deviation and nonreactive pupils, suggest a significant event in the right hemisphere of the brain, which controls motor function on the opposite side of the body. The elevated prothrombin time indicates a potential bleeding risk, likely exacerbated by your use of warfarin. Immediate imaging, such as a CT scan, would be crucial to confirm the diagnosis and determine the appropriate management.",Right thalamus,False,True,True,True,True
251,"I am an 86-year-old woman who visited the emergency department after experiencing vertigo and a sensation of impending fall. These symptoms began about four hours before I arrived at the hospital. Although I felt some improvement, I continued to notice a persistent pull to the right side.

During my evaluation, my vital signs were assessed. My blood pressure was recorded at 116/75 mm Hg, my heart rate was 90 beats per minute, and my oxygen saturation level was 99% while I was breathing room air. A physical examination revealed that I had right-sided limb ataxia. Additionally, I experienced diminished pain and temperature sensation on the right side of my face and the left side of my body. 

To further investigate my condition, I underwent a non-contrast head CT, which showed no signs of hemorrhage. The medical team continued to assess my symptoms and physical findings to determine the best course of action for my treatment.",A. Dysarthria with hoarse voice B. Hemianopia C. Ipsilateral facial numbness D. Horner's syndrome E. Skew deviation of eyes F. Hemiparesis G. Nystagmus with fast phase to the right H. Absent gag reflex I. Contralateral facial droop J. Deviated tongue,H,Absent gag reflex,neutral,"Based on your symptoms and examination findings, it appears you may be experiencing a right-sided brainstem or cerebellar issue, possibly a stroke or transient ischemic attack (TIA). The right-sided limb ataxia and the sensory deficits (diminished pain and temperature sensation on the right side of your face and the left side of your body) suggest a neurological event affecting the brain's right side, which can lead to these specific deficits. 

The non-contrast head CT showing no hemorrhage is a good initial step, but further evaluation, such as an MRI, may be necessary to assess for ischemic changes or other underlying conditions. It's crucial to monitor your symptoms closely and consider potential treatments, including antiplatelet therapy or anticoag",Absent gag reflex,False,False,False,False,False
252,"I was brought to the emergency department by my foster mother because I had been behaving unusually since the morning. My medical history was unremarkable. Upon examination, I appeared lethargic and had a noticeable odor of alcohol and cigarettes. The doctor noted multiple bruises on my shoulders, head, and buttocks, as well as restricted movement in my left lower limb. They conducted a fundoscopic examination and found bilateral retinal hemorrhages. 

At the time, my vital signs were measured: my temperature was 36.7°C (98°F), my pulse was 150 beats per minute, my respirations were 50 per minute, and my blood pressure was 110/70 mmHg. During the examination, my foster mother expressed impatience and indicated that she wanted to leave before it was completed. When the staff informed her of their concerns regarding my health, she became angry and refused further treatment for me. 

The medical team had to decide on the most appropriate immediate next step in managing my situation, considering the concerning signs and my foster mother's reaction.",A. Report the mother to the police B. Perform a skeletal survey to assess for additional injuries C. Perform a lumbar puncture to evaluate for meningitis D. Administer intravenous antibiotics and fluids E. Obtain a court order for emergency medical treatment F. Request an urgent CT scan and call neurosurgery G. Order a toxicology screen to evaluate for ingested substances H. Obtain informed consent for surgery I. Protect the child from the mother J. Contact child protective services,F,Request an urgent CT scan and call neurosurgery,neutral,"Given the concerning signs of lethargy, multiple bruises, restricted movement, and bilateral retinal hemorrhages, along with the foster mother's impatience and refusal of treatment, the most appropriate immediate next step is to ensure the child's safety. This involves contacting child protective services to report suspected abuse and ensuring that the child receives necessary medical care, regardless of the foster mother's wishes. The medical team should prioritize the child's health and safety, potentially involving law enforcement if necessary.",Request an urgent CT scan and call neurosurgery,False,False,False,False,True
253,"I am a 38-year-old woman who recently experienced dull lower back pain that began four days ago after spending an entire day gardening. The pain occasionally radiates down the back of my left leg, stopping at my posterior knee, but I cannot pinpoint specific triggers for this discomfort. I do not have a history of chronic back pain, and my review of symptoms has been unremarkable.

During my examination, the physician noted tenderness in the paraspinal lumbar region. A straight leg test was performed, which came back negative on both sides. The physician diagnosed me with sacral somatic dysfunction, specifically indicating that my sacrum was rotated to the right on a right oblique axis. 

Given my condition, I am curious about additional findings that might be observed during the physical examination. It is important for me to understand what to expect as I continue to seek relief from this discomfort and work towards recovery.",A. Compensatory L4 rotation to the left. B. Positive Patrick's test on the right side. C. Restricted sacroiliac joint mobility on the right. D. L5 is rotated to the right and sidebent to the left. E. L5 is rotated to the left and sidebent to the left. F. Increased lumbar lordosis with forward bending. G. A positive standing flexion test on the right. H. A positive seated flexion test on the left. I. L5 is rotated to the right and sidebent to the right. J. Decreased sacral base movement on the right during gait.,H,A positive seated flexion test on the left.,neutral,"In addition to the tenderness in the paraspinal lumbar region and the findings from the straight leg raise test, a physical examination for sacral somatic dysfunction may reveal:

1. **Asymmetry in the pelvis**: You might notice one side of your pelvis being higher or more rotated than the other.
2. **Restricted range of motion**: There may be limitations in lumbar spine mobility, particularly in flexion and extension.
3. **Muscle tightness**: Palpation may reveal tightness in the muscles around the lower back, hips, and glutes.
4. **Postural changes**: Your posture may show a slight tilt or rotation in the pelvis or lumbar spine.
5. **Tenderness in the sacro",A positive seated flexion test on the left.,False,True,False,False,False
254,"I am a 42-year-old truck driver, and I recently visited the clinic due to persistent low back soreness. This discomfort has been progressively worsening, particularly during long-distance driving. During my examination, the osteopathic practitioner conducted a structural assessment. They performed a seated flexion test, which returned positive on my left side, while the spring test was negative. 

The practitioner noted that the sacral sulcus was deep on the left side, and the posteroinferior lateral angle of the sacrum was positioned on the right. Additionally, it was observed that my L5 vertebra was sidebent to the right. 

Based on these findings, the practitioner discussed potential diagnoses related to my condition. I was informed about various options, including sacral base dysfunctions and torsions. The specific terminology and classifications were explained to me, but I did not receive a definitive diagnosis during this visit. The focus was on understanding my symptoms and the underlying structural issues contributing to my discomfort.",A. Sacral base anterior dysfunction B. Bilateral sacral flexion C. Left-on-left forward sacral torsion D. Unilateral sacral extension on the right E. Left-on-right backward sacral torsion F. Unilateral sacral flexion on the left G. Sacral base posterior dysfunction H. Bilateral sacral extension I. Right-on-left backward sacral torsion J. Right-on-right forward sacral torsion,J,Right-on-right forward sacral torsion,neutral,"Based on your examination findings, it appears you may be experiencing a left sacral torsion. The positive seated flexion test on the left, deep left sacral sulcus, and right positioning of the posteroinferior lateral angle suggest a left on left sacral torsion. Additionally, the right sidebending of L5 indicates a compensatory mechanism related to the sacral dysfunction. This combination of findings can contribute to your low back soreness, especially during long-distance driving. It would be beneficial to follow up with your practitioner for a targeted treatment plan addressing these structural issues.",Right-on-right forward sacral torsion,False,False,False,False,True
255,"I am a 52-year-old male who works as a city government sandblaster. Over the past several months, I have experienced progressive shortness of breath and a non-productive cough. I do not have any other known health issues, nor do I take regular medications. After work, I typically consume two beers daily. 

Recently, I had my vital signs checked, which were reported as normal, and a physical examination revealed no significant findings. I underwent spirometry testing, which indicated an elevated FEV1/FVC ratio. 

Given my symptoms and occupational exposure, I am considering the potential radiographic findings that might be consistent with my presentation. I understand that various options exist, but I am particularly curious about which findings would align with my progressive dyspnea and cough in the context of my work environment.","A. Bilateral hilar adenopathy with egg-shell calcification B. Nodular opacities and hilar lymph node calcification of the upper lobes C. Ground-glass opacities with peripheral distribution in both lungs D. Centrilobular emphysema with bullae formation E. Reticular bilateral opacities of the lower lobes F. Honeycombing pattern of the upper lobes G. Diffuse interstitial infiltrates with pleural thickening H. Small bilateral opacities throughout both lungs sparring the apices and the bases I. Upper lobe fibrosis with traction bronchiectasis J. Small, rounded nodular opacities of the upper lobes",B,Nodular opacities and hilar lymph node calcification of the upper lobes,neutral,"Given your occupational exposure as a sandblaster, the progressive shortness of breath and non-productive cough you are experiencing may be indicative of pneumoconiosis, particularly silicosis or other dust-related lung diseases. 

Radiographically, you might expect to see:

1. **Interstitial lung disease patterns**: This could include reticular opacities or nodular patterns, particularly in the upper lung zones.
2. **Ground-glass opacities**: These may indicate inflammation or early fibrosis.
3. **Pleural changes**: Such as pleural thickening or plaques, which can occur with chronic exposure to inhaled particles.

These findings would align with your symptoms and occupational history, suggesting a potential diagnosis related to your work environment.",Nodular opacities and hilar lymph node calcification of the upper lobes,False,True,False,True,True
