index,question,options,solution,question_tone,default,alternative,default_correct,pred_a,correct_a,pred_b,correct_b,pred_c,correct_c,pred_d,correct_d
77,"I am a 25-year-old woman who visited my primary care physician due to pain during urination that started about three days ago. I noticed that I needed to urinate more frequently, but I did not observe any blood in my urine. I did not have any fevers, chills, vaginal discharge, or pain in my abdomen or flank. I also confirmed that I had not recently taken any antibiotics or been hospitalized.

My medical history is unremarkable, and I am not currently taking any medications. I have been in a monogamous relationship for the past four years and use a copper intrauterine device for contraception.

During my appointment, the physician noted that my temperature was 99°F, my blood pressure was 125/75 mmHg, my pulse was 72 beats per minute, and my respirations were 16 per minute. Upon examination, there was mild tenderness when my suprapubic area was palpated, but there was no tenderness in the costovertebral angle.

The physician discussed the next steps in my management.",A. Fosfomycin B. Ciprofloxacin C. Cephalexin D. Levofloxacin E. Doxycycline F. Trimethoprim-sulfamethoxazole G. Azithromycin H. Observation with follow-up in 2 weeks I. Amoxicillin-clavulanate J. Ampicillin,A,neutral,A,E,True,A,True,F,False,F,False,A,True
78,"I am a 22-year-old woman who recently gave birth vaginally after a labor induction that lasted over 30 hours with continuous oxytocin infusion. My pregnancy had been uncomplicated, and I had been using albuterol for my asthma. 

Immediately following the delivery, I experienced ongoing vaginal bleeding. The placenta was delivered intact, but I lost more than 1050 mL of blood. Despite aggressive management efforts, including uterine massage and intramuscular oxytocin, along with continuous oxytocin infusion, my uterus remained boggy. 

A medical examination showed that there were no cervical lacerations or clots in the lower uterine segment, which indicated that the source of the bleeding was not from those areas. The healthcare team was faced with deciding on the most appropriate next intervention to address my condition.",A. Perform manual exploration of uterus B. Administer methylergonovine intramuscularly C. Initiate crystalloid fluid resuscitation D. Initiate tranexamic acid infusion E. Provide an additional dose of oxytocin intravenously F. Begin misoprostol administration G. Administer carboprost intramuscularly H. Perform immediate hysterectomy I. Insert Bakri balloon J. Begin fresh frozen plasma transfusion,B,neutral,E,B,False,F,False,F,False,F,False,F,False
79,"I am a 44-year-old man with a history of hepatitis C virus (HCV) infection that did not respond to previous treatments, including peginterferon, ribavirin, and telaprevir. I also have a history of alcohol use disorder but have maintained sobriety for the past three years. I do not use tobacco or recreational drugs.

During my recent follow-up visit, the physical examination revealed scattered spider telangiectasias on my anterior chest wall. My abdomen was nontender, and the liver edge was not palpable. However, the tip of my spleen was palpable 1 cm below the costal margin when I was positioned on my right side.

I had several laboratory tests done. My HCV genotype was identified as 1a, and my HCV RNA level was 1,500,000 IU/mL. The international normalized ratio was 1.3, and I tested negative for hepatitis A, hepatitis B, and HIV. My alanine aminotransferase and aspartate aminotransferase levels were elevated, while my albumin level was slightly low. My hemoglobin and platelet counts were also below the normal range.

Given my medical history and the examination findings, I am now considering the most appropriate screening tests for my condition.",A. CT scan of the abdomen and serum alpha-fetoprotein B. Liver biopsy and serum alpha-fetoprotein C. MRI of the liver and serum alpha-fetoprotein D. Abdominal ultrasound and liver function tests E. Esophagogastroduodenoscopy and measurement of serum alpha-fetoprotein F. CT scan of the abdomen and esophagogastroduodenoscopy G. Measurement of serum alpha-fetoprotein H. Abdominal ultrasound and liver elastography I. MRI of the liver and liver biopsy J. Esophagogastroduodenoscopy and abdominal ultrasound,J,neutral,H,J,False,H,False,A,False,A,False,H,False
80,"I am a 23-year-old woman and recently visited my primary care provider due to experiencing a burning sensation behind my sternum and difficulty swallowing, known as odynophagia. My medical history includes hypothyroidism, endometriosis, nodulocystic acne, and chronic fatigue syndrome. 

I take several medications, including a combined oral contraceptive, levothyroxine, doxycycline, and naproxen, typically before bedtime because I often forget to take them in the morning. I have not been exposed to any illnesses recently.

During my visit, my vital signs were measured, and my temperature was 98.9°F. My blood pressure was recorded at 120/80 mmHg, with a heart rate of 70 beats per minute and a respiratory rate of 14 breaths per minute. My body mass index (BMI) was noted as 21.5 kg/m². The physical examination included lung auscultation, which revealed clear sounds bilaterally, and the examination of my abdomen showed no tenderness or guarding.

Based on my symptoms and examination, an upper endoscopy has been scheduled to further investigate my condition. I am aware that the procedure may reveal various findings, but I am particularly curious about what might be observed during the endoscopy.",A. Salmon-colored mucosa under white light in distal esophagus B. Mirror-image ulcers surrounded by normal mucosa in mid-esophagus C. Scattered punched-out ulcers throughout the entire esophagus D. Diffuse erythema with punctate hemorrhages in distal esophagus E. Circumferential erosions with adherent white exudates F. Whitish plaques with underlying erythematous mucosa G. Longitudinal streaks with friable mucosa and contact bleeding H. Cobblestone appearance with multiple superficial erosions I. Linear furrows with stacked circular rings and white papules J. Serpiginous ulcers with raised borders in proximal esophagus,B,neutral,A,B,False,A,False,E,False,E,False,A,False
81,"I am a 28-year-old male who started experiencing pain in my left knee about two months after I sprained my ankle while playing basketball. The knee pain worsens when I fully extend my leg, and I have not found relief from ibuprofen or icing the area. I have a history of multiple ankle sprains but have never had knee pain before this incident.

During a physical examination, the doctor noted tenderness on the lateral side of my left knee and observed limited anterior movement of the left fibular head. Interestingly, my left ankle showed no signs of pain or swelling. After taking X-rays of my left lower extremity, the results indicated there were no fractures present.

Given my symptoms and examination findings, the doctor is considering what additional issues might be present related to my condition.",A. Plantarflexion of the foot B. Pain with resisted eversion of the foot C. Increased external rotation of the tibia D. Restricted anterior glide of the talus E. Tenderness over the medial collateral ligament F. Dorsiflexion of the foot G. External rotation of the talus H. Increased valgus stress of the knee I. Hyperextension of the knee J. Decreased internal rotation of the tibia,A,neutral,C,A,False,C,False,B,False,J,False,J,False
82,"I am a 65-year-old man with a 50 pack-year smoking history, and I have been diagnosed with stage IV non-small-cell lung cancer that has spread to my lungs, bones, and liver. Recently, I was enrolled in a clinical trial at an academic medical center where I was randomized to receive a PD-1 inhibitor as a first-line treatment.

During the trial, I underwent several radiologic assessments at different intervals. At baseline, my right lung lesion measured 4.0 x 3.0 cm, and by week 16, it measured 3.6 x 2.6 cm. The left lung lesion started at 3.0 x 1.5 cm and increased to 2.6 x 1.5 cm by week 16. My liver lesion was 5.0 x 2.0 cm at baseline and later decreased to 2.5 x 1.2 cm.

Given these measurements, I began to analyze my response status at week 16. I noticed that while some lesions showed a decrease in size, others had an increase, indicating a mixed response to the treatment. This experience has been both challenging and enlightening as I navigate through my treatment options.",A. Delayed progression B. Disease flare C. Initial response followed by progression D. Pseudoprogression E. Complete response F. Mixed response G. Partial response H. Progressive disease I. Stable disease J. Treatment failure,H,neutral,C,H,False,C,False,F,False,F,False,F,False
83,"I am a 72-year-old male who began experiencing a cough and pleuritic chest pain about two months ago. During this time, I noticed a weight loss of 5 kg (11 lb) over the past month, along with intermittent swelling in my face and arms, which seemed to worsen when I lay flat. Recently, I have also had some visual disturbances. 

I have a history of smoking for 50 years but quit last year, and I consume alcohol occasionally. During a physical examination, the doctor noted that I had right-sided ptosis and miosis, as well as distended veins in my neck, chest, and arms. When they listened to my lungs, they reported clear breath sounds on both sides. 

Given these symptoms and findings, imaging was performed to investigate further. The healthcare team is currently trying to determine the location of a mass based on the results of a CT scan.",A. Brain stem metastasis B. Cervical lymph nodes C. Anterior mediastinum D. Right upper lobe E. Right lower lobe F. Left lower lobe G. Pleural cavity H. Posterior mediastinum I. Central hilar region J. Left upper lobe,D,neutral,D,I,True,D,True,C,False,C,False,I,False
84,"I am a 28-year-old woman who has not given birth. I experienced amenorrhea for two months after stopping my oral contraceptive pills, which I had been taking since I was 24. I began my menstrual cycles at age 13 and generally had regular 28-30 day cycles prior to starting contraception. Two months ago, I decided to stop taking the pills in hopes of conceiving.

During this time, I took multiple home pregnancy tests, all of which returned negative results. I do not have any history of sexually transmitted infections, nor have I experienced vaginal bleeding, discharge, spotting, or symptoms such as hot flashes. 

At my recent physical examination, my BMI was measured at 26, with a height of 165 cm and weight of 72 kg. I also noted some facial acne but did not exhibit signs of acanthosis nigricans, skin tags, galactorrhea, or hirsutism. The rest of the examination was unremarkable, and an in-office urine pregnancy test also confirmed that I am not pregnant.

Given my situation, I am now considering the most appropriate next step in evaluating my condition.",A. Begin clomiphene citrate therapy B. Measure her serum human chorionic gonadotropin level C. Measure serum testosterone and DHEA-S levels D. Perform transvaginal ultrasound to evaluate ovarian structure E. Perform endometrial biopsy F. Order pelvic MRI to evaluate hypothalamic-pituitary anatomy G. Order thyroid function tests and prolactin level H. Measure her follicle-stimulating hormone and estradiol levels I. Continue to monitor her for one more month J. Start progesterone challenge test,I,neutral,G,I,False,G,False,G,False,H,False,H,False
85,"I am a 28-year-old woman who recently visited my physician due to ongoing issues with low energy and irritability that have persisted for several weeks. I had been excited after being accepted into a master’s program, but once the semester started, I began to feel a sense of worthlessness. 

In reflecting on my experiences, I noticed that I often undergo mood swings. There are periods where I feel highly productive and in an elevated mood, followed by phases of fatigue, guilt, and depressive symptoms that last for several weeks. I do not currently take any medications and typically consume 2-3 glasses of wine on weekends. 

During my physical examination, the findings were normal. However, during the mental status examination, I appeared tired and had difficulty maintaining attention, requiring some questions to be repeated for clarity. Given these symptoms and experiences, I am seeking to understand what might be the most likely diagnosis for my condition.",A. Premenstrual dysphoric disorder B. Persistent depressive disorder C. Cyclothymic disorder D. Generalized anxiety disorder E. Bipolar II disorder F. Borderline personality disorder G. Adjustment disorder with depressed mood H. Bipolar I disorder I. Substance-induced mood disorder J. Major depressive disorder,C,neutral,E,C,False,E,False,E,False,E,False,E,False
86,"I am a 68-year-old woman who visited my primary care physician due to persistent lower back pain that has lasted for four months. The pain is not linked to any specific activities and has not improved with over-the-counter medications. It has been disruptive enough to affect my sleep at night. In addition to the back pain, I have noticed an increase in fatigue and unintentional weight loss.

During the appointment, my medical history was reviewed, which includes hypertension that is managed with hydrochlorothiazide. My vital signs were recorded: I had a temperature of 36.9°C, blood pressure of 142/85 mmHg, a pulse of 78 beats per minute, a respiratory rate of 15 breaths per minute, and my oxygen saturation was 96% on room air. 

The physical examination showed that I appeared pale, and when my lumbar spine was palpated, there was tenderness, but no deformity was noted. Given my symptoms and the examination findings, my physician discussed the need for further diagnostic testing to determine the underlying cause of my condition.",A. Bone marrow biopsy B. MRI of the lumbar spine C. Alkaline phosphatase measurement D. Peripheral blood smear E. Serum protein electrophoresis F. PET scan of the whole body G. CT scan of the axial skeleton H. Serum free light chain assay I. Dual-energy X-ray absorptiometry (DEXA) scan J. 24-hour urinary protein measurement,A,neutral,E,A,False,E,False,E,False,G,False,E,False
87,"I am a 34-year-old woman of Indian descent, and I recently sought fertility consultation with my husband due to challenges we’ve faced in conceiving. We met during humanitarian work in Nepal about ten years ago. Over the past few months, I have experienced chronic, vague discomfort in my lower abdomen, along with irregular menstrual cycles that include spotting and the passage of blood clots.

I have not noticed any pain during intercourse, post-coital bleeding, or any unusual vaginal discharge. Additionally, I have not experienced fever or weight loss. During my physical examination, the doctor noted mild cervical bleeding and slight tenderness during the bimanual examination, but no palpable masses were found.

To further investigate, a hysterosalpingogram was performed, which indicated sinus tract formation and peritubal adhesions. As part of the evaluation, a sample of my menstrual fluid was sent for microbiological analysis to identify any potential pathogens that might be contributing to my symptoms. I am awaiting the results to better understand the underlying issues affecting my fertility.",A. *Mycoplasma genitalium* B. *Klebsiella granulomatis* C. *Treponema pallidum* D. *Chlamydia trachomatis* E. *Escherichia coli* F. *Ureaplasma urealyticum* G. *Actinomyces israelii* H. *Trichomonas vaginalis* I. *Mycobacterium tuberculosis* J. *Neisseria gonorrhoeae*,I,neutral,D,I,False,I,True,I,True,I,True,I,True
88,"I am a 25-year-old male who underwent a three-column excisional hemorrhoidectomy to address combined internal and external hemorrhoids that had not improved with medical treatment. The surgery was performed successfully, and I was in the postoperative recovery unit. However, on the evening following the procedure, I began to experience suprapubic pain accompanied by urinary retention.

The discomfort was notable, and I found it difficult to urinate. This situation prompted me to consider what might have contributed to these post-operative complications. Several factors were on my mind, including the possibility of local inflammation affecting the urethra, the limitations on intravenous fluids during my recovery, and the potential for nerve injury in the pelvic area. I also thought about the excessive pain I was experiencing, which could have led to urethral spasm, or whether the effects of spinal anesthesia were still lingering. Additionally, I wondered if post-operative edema might be compressing the urethra.

Overall, I recognized that multiple factors could have played a role in my condition, and I hoped to discuss these concerns with my healthcare provider for further clarification and resolution.",A. Local inflammation affecting urethral compliance B. Limiting intravenous fluids in the postoperative recovery unit C. Injury to pelvic nerves D. Excessive post-operative pain causing urethral spasm E. Residual effects of spinal anesthesia F. Post-operative edema compressing the urethra G. Inadequate post-operative pain management H. Inadequate perioperative fluid management I. Performing 3 quadrant hemorrhoidectomy instead of 2 J. Reactive bladder sphincter dysfunction,I,neutral,D,I,False,D,False,F,False,F,False,C,False
89,"I was brought to the emergency department by my mother after experiencing 12 hours of lethargy and poor feeding. We live in a small rural town in the Appalachian mountains, and no one else in my family is showing similar symptoms. Recently, I have been teething, and my mother has been using a teething ring to help me through it. I am breastfed, but I am in the process of being weaned onto infant formula and baby food.

I have no significant medical history, am not on any medications, and my immunizations are current. My growth parameters are at the 50th percentile for both length and weight. Upon arrival, my vital signs were taken: I had a temperature of 37.4°C (99.3°F), a pulse of 120 beats per minute, and my respirations were at 38 per minute. However, my oxygen saturation was only 86% on room air.

During the physical examination, I appeared quite sleepy, and my skin, lips, and tongue displayed cyanosis. The doctor listened to my chest, and it seemed unremarkable. After some evaluations, it was determined that something was contributing to my condition, possibly related to how my body was handling oxygen.",A. Abnormal hemoglobin polymerization under physiologic oxygen levels B. Low partial pressure of oxygen in ambient air C. Decreased activity of a reducing enzyme in erythrocytes D. Increased levels of methemoglobin in the blood E. Inhalation of an odorless gas with high hemoglobin affinity F. Impaired oxygen diffusion across alveolar membranes G. Ingestion of a toxin that inhibits mitochondrial respiration H. Cyanotic congenital heart defect I. Increased production of fetal hemoglobin J. Defective oxygen unloading due to abnormal hemoglobin structure,C,neutral,D,C,False,D,False,D,False,E,False,D,False
90,"I was brought to the emergency department due to experiencing respiratory distress. My aunt and uncle, who were caring for me for the weekend, noticed that I had mild coughing and congestion the day before, but I seemed fine until I woke up crying and struggling to breathe. They mentioned that my voice sounded unusual, but they were unsure about my vaccination status. I have no known prior health issues, and a test for SARS-CoV-2 came back negative.

When I entered the room, the medical staff observed that I had inspiratory stridor and a barking cough. I was in moderate respiratory distress, but I did not appear toxic. I had nasal congestion and exhibited moderate subcostal and intercostal retractions. The chest examination revealed symmetric air entry without wheezes or rales. I was well-hydrated, and the rest of the physical examination was unremarkable.

My temperature was recorded at 38.5°C, my respiratory rate was 38 breaths per minute, and my oxygen saturation was 98% on room air. The medical team then assessed my condition and considered the most appropriate next step for my management.",A. Administer nebulized albuterol and prednisolone B. Transfer to pediatric intensive care unit C. Order chest CT scan D. Administer dexamethasone E. Perform nasopharyngeal endoscopy F. Obtain anteroposterior and lateral neck radiographs G. Begin empiric antibiotic therapy H. Initiate nebulized epinephrine treatment I. Order immediate blood cultures J. Administer supplemental oxygen,F,neutral,D,F,False,D,False,D,False,H,False,D,False
91,"I am a 51-year-old male with a history of hypertension. For the past six months, I have been experiencing intermittent fevers, worsening shortness of breath, orthopnea, fatigue, and chest pain. 

During my recent medical examination, the healthcare provider noted that my jugular venous pressure was normal. However, they detected faint bilateral crackles in both of my lung fields. Additionally, during cardiac auscultation, an early diastolic sound followed by a soft, mid-diastolic murmur was heard at the apex of my heart. The examination did not reveal any conjunctival or skin abnormalities. 

Given my symptoms and the findings from the physical examination, my healthcare provider is considering various potential diagnoses. I am awaiting further evaluation to determine the underlying cause of my condition.",A. Restrictive cardiomyopathy B. Nonbacterial thrombotic endocarditis C. Subacute bacterial endocarditis D. Mitral valve infective endocarditis E. Constrictive pericarditis F. Mitral valve prolapse G. Cardiac myxoma H. Atrial septal defect I. Acute viral myocarditis J. Rheumatic mitral stenosis,G,neutral,A,G,False,A,False,A,False,C,False,G,True
92,"I am a 15-year-old girl who has a history of obesity, with a BMI consistently above the 95th percentile since infancy. Recently, I became concerned about excessive hair growth on my face, abdomen, and lower back. I started my menstrual cycles at age 12, but over the past year, they have been irregular. 

During my examination, the doctor noted that I had moderate hirsutism and thickened, hyperpigmented skin on the back of my neck. To further understand my condition, several laboratory tests were conducted. The results indicated a mildly elevated total testosterone level, while my prolactin, dehydroepiandrosterone sulfate, follicle-stimulating hormone, estradiol, thyroid-stimulating hormone, and first-morning 17-hydroxyprogesterone levels were normal. Additionally, a urine test for human chorionic gonadotropin came back negative.

Given my symptoms and the results of the examination and tests, my doctor is considering the most appropriate screening test for my situation.",A. Glucagon stimulation test B. Hemoglobin A1C measurement C. C-peptide measurement D. Measurement of fasting plasma glucose E. Insulin tolerance test F. Post-prandial glucose measurement G. Random blood glucose test H. 2-hour oral glucose tolerance test I. Measurement of C peptide with random plasma glucose J. Fasting insulin level,H,neutral,D,H,False,D,False,B,False,J,False,D,False
93,"I am a 46-year-old Thai immigrant and recently presented to the hospital due to persistent, sharp abdominal pain that had lasted for 28 hours. Along with the abdominal pain, I experienced multiple episodes of vomiting. My medical history includes type II diabetes mellitus and hyperlipidemia, which I manage with atorvastatin and gemfibrozil.

During my physical examination, the medical staff noted that I had a temperature of 38.6°C (101.5°F), a blood pressure of 119/72 mmHg, and a pulse of 83 beats per minute. They observed tenderness in my right upper quadrant and noted scleral icterus, dry mucosal membranes, and delayed capillary refill. However, my abdomen was not distended.

The medical team conducted laboratory tests to further assess my condition. While I do not have the specific results in front of me, they indicated an elevated leukocyte count and bilirubin levels. The doctors were considering potential pathogens that could be the cause of my symptoms. I was anxious about the situation but remained focused on understanding the underlying issue.",A. *Enterococcus faecalis* B. *Echinococcus granulosus* C. *Staphylococcus aureus* D. *Clonorchis sinensis* E. *Ascaris lumbricoides* F. *Opisthorchis viverrini* G. *Escherichia coli* H. Hepatitis C virus I. *Klebsiella pneumoniae* J. *Salmonella typhi*,G,neutral,F,G,False,F,False,F,False,G,True,G,True
94,"I am a 67-year-old male who recently visited my primary care physician due to concerns about difficulty achieving an erection. Since experiencing a heart attack a month ago, I have been unable to maintain an erection, despite finding my wife sexually attractive and wanting to engage in intercourse. This situation has made me feel guilty and I have noticed a change in my mood, feeling more depressed than usual. Additionally, I have observed a decrease in my energy levels and a reduced interest in my hobby of working on motorcycles.

During my appointment, my vital signs were taken; my blood pressure was 152/99 mmHg, my pulse was 87 beats per minute, and my oxygen saturation was 98% on room air. The physical examination revealed that I am obese, but my external genitalia appeared normal. My dorsalis pedis and posterior tibial pulses were graded at 1+, and my gait, strength, and sensation were all normal.

I have recently started taking medications following my heart attack, which I believe may be contributing to my symptoms. I am seeking to understand the most likely cause of my erectile difficulties and the associated feelings of guilt and depression.",A. Cardiovascular deconditioning B. Aortoiliac occlusion C. Depression D. Medication side effect E. Performance anxiety disorder F. Anxiety G. Peripheral vascular disease H. Psychogenic erectile dysfunction I. Testosterone deficiency J. Post-MI autonomic dysfunction,F,neutral,C,F,False,C,False,C,False,D,False,C,False
95,"I am a 45-year-old male who recently visited my healthcare provider for a routine examination. I reported no current complaints and shared that I have successfully quit smoking. During the visit, my vital signs were stable, and the physical examination did not reveal any significant issues.

As part of the assessment, an osteopathic structural evaluation was conducted. During this evaluation, a pattern of decreased cranial rhythmic impulse was noted, which was consistent with findings from previous visits. The assessment indicated a cranial strain pattern characterized by a cephalad movement of the sphenobasilar synchondrosis occurring around two transverse axes.

This evaluation led to a discussion about the best diagnosis corresponding to these findings. I was informed that there are several potential diagnoses to consider, including options such as temporal bone external rotation and vertical strain dysfunction, among others.",A. Temporal bone external rotation B. Vertical strain dysfunction C. Persistent sacral nutation D. Occipitomastoid compression E. Sphenobasilar torsion F. Cranial flexion G. Sphenobasilar extension H. Cranial compression I. Atlanto-occipital joint dysfunction J. Lateral strain pattern,F,neutral,G,F,False,G,False,E,False,E,False,F,True
96,"I am a 32-year-old woman who has been experiencing abdominal pain, which I would describe as a mild ""tummy ache."" This discomfort has persisted for about a week. Over the past month, I have found it challenging to engage in my daily activities. I often feel sad and lack motivation, which has made it difficult for me to concentrate on my work. Some days, I struggle to get out of bed, and I’ve noticed that I am sleeping for 10 to 12 hours, which I attribute to a heavy sensation in my legs. 

Additionally, I have observed an increase in my appetite recently. These symptoms have significantly affected my overall well-being and day-to-day functioning. I am trying to understand the impact of these feelings and behaviors on my life, and I am seeking to identify any additional features related to my condition.",A. Feelings of grandiosity and decreased need for sleep B. An increased frequency of symptoms during winter C. Avoiding social activities due to fear of rejection D. Persistent thoughts about maintaining cleanliness E. Intrusive thoughts about past traumatic events F. Periods of intense anger followed by remorse G. Excessive worry about multiple life circumstances H. Guilt related to the way she treats others I. Difficulty maintaining relationships due to unstable self-image J. Recurrent episodes of panic with autonomic symptoms,C,neutral,B,C,False,B,False,B,False,G,False,B,False
97,"I am a 14-year-old boy who recently joined a new medical practice. During my visit, I had no current health complaints to report. However, my parents informed the doctor about a significant family history of intestinal polyps on my father’s side. I mentioned that I had not noticed any blood in my stool.

The doctor conducted a thorough examination. My vital signs were measured, and my heart rate was 80 beats per minute, with a blood pressure of 110/68 mm Hg. My respiratory rate was recorded at 16 breaths per minute, and my oxygen saturation was 98% while breathing room air. The doctor noted that my sclerae were clear, without any yellowing, and I had freckles around my mouth. 

During the abdominal examination, my abdomen felt soft and was nontender and nondistended. A rectal examination showed no fissures, tags, or hemorrhoids, which was reassuring. 

Despite the absence of immediate health issues, I am aware of the potential risks associated with my family history, particularly concerning intestinal polyps, as I approach the age of 18.",A. Malignant melanoma B. Intussusception C. Small bowel obstruction D. Gastrointestinal bleeding E. Bowel infarction F. Mesenteric ischemia G. Intestinal perforation H. Longitudinal melanonychia I. Colonic volvulus J. Colon cancer,B,neutral,J,B,False,J,False,A,False,A,False,J,False
98,"I am a 45-year-old male exterminator. About a week ago, I began experiencing persistent headaches and a nonproductive cough. Alongside these symptoms, I noticed some redness and irritation in my eyes, which I later recognized as conjunctival suffusion. 

Upon reflection, I recalled that I had sustained a rat bite eight days prior to the onset of my symptoms. This incident has made me consider the possibility of a bacterial infection related to the bite. Given the timeline and my symptoms, I am concerned about the potential health implications. 

I have not yet sought medical attention but feel it is important to address these symptoms as they continue to affect my daily activities. I understand that specific bacterial infections could be linked to rodent exposure, and I am now looking into the most likely causes based on my recent experiences.",A. Francisella tularensis B. Bartonella henselae C. Rickettsia typhi D. Spirillum minus E. Leptospirosis F. Borrelia recurrentis G. Streptobacillus moniliformis H. Capnocytophaga canimorsus I. Pasteurella multocida J. Yersinia pestis,E,neutral,D,E,False,D,False,E,True,E,True,E,True
99,"I am a 40-year-old male who have been experiencing a 5-month history of watery diarrhea, which is often accompanied by episodic crampy abdominal pain. Over the past six months, I have lost about 1.8 kilograms in weight, despite maintaining a normal appetite. My wife has observed that I experience facial and neck flushing after meals or during times of distress.

In terms of my medical history, I was diagnosed with asthma a year ago and also have hypertension. I am currently using an albuterol inhaler and taking enalapril for my blood pressure. Additionally, I consume one beer daily.

During my recent examination, my temperature was recorded at 36.7°C, my pulse was 85 beats per minute, and my blood pressure was 130/85 mm Hg. The doctor noted a grade 2/6 systolic murmur during the cardiac examination, and my abdomen was mildly tender, but there was no guarding or rebound tenderness. My lungs were clear upon auscultation. A complete blood count was performed, and the results were normal.

I am aware that if my condition is left untreated, there are several potential risks, and I am concerned about what complications could arise from my symptoms.",A. Malabsorption syndrome B. T-cell lymphoma C. Achlorhydria D. Metastatic liver disease E. Right-sided heart failure F. Dementia G. Carcinoid heart disease H. Bronchial carcinoid I. Megaloblastic anemia J. Cushing syndrome,F,neutral,G,F,False,G,False,G,False,B,False,G,False
100,"I was admitted to the emergency room due to facial pain, weakness, and a general feeling of malaise. On top of that, I was experiencing a throbbing headache. I have a medical history that includes type II diabetes and HIV infection. Although I take several medications, including zidovudine, lamivudine, lopinavir, ritonavir, and metformin, I have not been very compliant with them lately.

During the examination, the doctor noted that there was exquisite tenderness when my right maxillary sinus was palpated. They also observed a black eschar present over my nares and palate. Given my symptoms and medical history, the healthcare team was concerned about the possibility of severe complications related to my condition.

I was informed that certain symptoms could indicate a more serious issue, such as impaired extraocular eye movements, unilateral ptosis, retro-orbital pain, proptosis with chemosis, reduced ability to detect odors, blood-tinged nasal discharge, diplopia with lateral gaze, decreased corneal reflex, altered mental status, or facial numbness in the V2 distribution. These potential complications were explained to me as part of their assessment and management plan.",A. Impaired extraocular eye movements B. Unilateral ptosis C. Retro-orbital pain D. Proptosis with chemosis E. Reduced ability to detect odors F. Blood-tinged nasal discharge G. Diplopia with lateral gaze H. Decreased corneal reflex I. Altered mental status J. Facial numbness in V2 distribution,A,neutral,I,A,False,A,True,I,False,D,False,A,True
101,"I am an 80-year-old woman living alone, and I recently visited urgent care due to worsening fatigue I had been experiencing over the past two days. I found myself needing more daytime naps and felt persistently tired, even after what I thought was restful sleep at night. Typically, I can carry two bags of groceries from my car to my kitchen without much trouble, but yesterday I struggled to carry even one bag and needed to rest after each trip.

I did not have any chest pain, shortness of breath, fever, chills, or any issues with urination or respiratory symptoms like cough or congestion. I did note that my teenage grandson had visited last week and had a runny nose and cough, but I did not think much of it at the time.

During my examination, the healthcare provider noted that I appeared fatigued but was not in acute distress. They performed several tests, including vital signs and a cardiopulmonary examination, all of which came back normal. I also learned that I am up to date on my vaccinations for Covid-19, influenza, and pneumonia.

Now, I am left wondering what the most appropriate next step in managing my condition should be.",A. Refer to physical therapy B. Initiate a trial of corticosteroids for possible inflammatory condition C. Refer for a sleep study to evaluate for obstructive sleep apnea D. Order a thyroid-stimulating hormone level E. Prescribe empiric antibiotics for possible bacterial infection F. Check serum ferritin and iron studies for possible anemia G. Order a brain MRI to rule out a central nervous system etiology H. Order a chest CT to rule out occult pulmonary pathology I. Order a viral respiratory panel including SARS-CoV-2 J. Perform an echocardiogram to evaluate for heart failure,I,neutral,D,I,False,D,False,D,False,F,False,D,False
102,"I am a 73-year-old male who has been experiencing worsening pain in both of my lower extremities for the past eight months. This pain typically begins after walking one to two blocks and radiates down to my buttocks, often accompanied by cramping and tingling sensations. I have noticed that the pain worsens when I walk downhill, but it eases when I sit down or lean forward.

My medical history includes hypertension, hyperlipidemia, type 2 diabetes mellitus, and a myocardial infarction at age 55. I also underwent an abdominal aortic aneurysm repair at age 60. I have a long history of smoking, having smoked one pack of cigarettes daily for 30 years, but I do not consume alcohol or use illicit drugs. 

Currently, I take several medications, including sitagliptin, metformin, atorvastatin, metoprolol succinate, amlodipine, and hydrochlorothiazide. During my recent examination, my vital signs showed a temperature of 37.5°C, a pulse of 82 beats per minute, respirations at 17 per minute, and blood pressure recorded at 150/87 mm Hg. The physical examination indicated full muscle strength, but I had reduced sensation in my feet and toes bilaterally. The straight leg raise test came back negative, and an X-ray of my spine revealed degenerative changes. 

I am now considering the most appropriate next diagnostic step to address my symptoms.",A. CT angiography of lower extremities B. Bone scan C. Nerve conduction studies D. EMG of lower extremities E. Measurement of the ankle brachial index F. CT scan of the spine G. Measurement of HLA-B27 antigen H. Doppler ultrasound of lower extremities I. MRI scan of the spine J. Plain radiographs of the lumbar spine with flexion and extension views,I,neutral,E,I,False,E,False,E,False,A,False,A,False
103,"I am a 24-year-old male who arrived at the emergency department after my car was hit from behind while it was stationary. The other vehicle was traveling at a low speed of 11 miles per hour. Following the collision, I experienced intense back pain but did not report any other symptoms. 

I have a history of back pain for which I have been undergoing physical therapy. My back pain tends to be most severe in the mornings, improves with physical activity, and worsens when I am inactive. As a university student, I have been facing academic difficulties, which adds to my stress.

Upon evaluation in the emergency department, my vital signs were stable, and I was found to have spinal tenderness and a limited range of motion during the physical examination, which was primarily restricted due to pain. I was seeking documentation to excuse me from my final examinations and work duties, as the pain was affecting my ability to function normally.",A. Herniated nucleus pulposus B. Psychogenic pain disorder C. Acute disc herniation D. Musculoskeletal strain E. Spondylolisthesis F. Factitious disorder G. Conversion disorder H. Malingering I. Spinal cord contusion J. Vertebral fracture,J,neutral,D,J,False,B,False,B,False,B,False,J,True
